Name,Site_EPA_ID,Listing_Date,Site_Score,City,State,Latitude,Longitude
San Gabriel Valley (Area 1),CAD980677355,19840508,42.24,El Monte,CA,34.125,-118
San Gabriel Valley (Area 2),CAD980818512,19840508,42.24,Baldwin Park Area,CA,34.073611,-117.9361
San Gabriel Valley (Area 3),CAD980818579,19840508,28.90,Alhambra,CA,34.1,-118.125
San Gabriel Valley (Area 4),CAD980817985,19840508,28.90,La Puente,CA,34.016669,-117.9583
South Bay Asbestos Area,CAD980894885,19860610,44.68,Alviso,CA,37.429861,-121.9811
"Operating Industries, Inc., Landfill",CAT080012024,19860610,57.22,Monterey Park,CA,34.033333,-118.105556
San Fernando Valley (Area 1),CAD980894893,19860610,42.24,Los Angeles,CA,34.19,-118.3514
San Fernando Valley (Area 2),CAD980894901,19860610,42.24,"Glendale, Los Angeles",CA,34.163139,-118.286
San Fernando Valley (Area 4),CAD980894976,19860610,35.57,Los Angeles,CA,34.112081,-118.2539
Montrose Chemical Corp.,CAD008242711,19891004,32.10,Torrance,CA,33.848331,-118.2983
Sharpe Army Depot,CA8210020832,19870722,42.24,Lathrop,CA,37.829169,-121.2672
Norton Air Force Base,CA4570024345,19870722,39.65,San Bernardino,CA,34.098061,-117.2372
Castle Air Force Base (6 Areas),CA3570024551,19870722,37.93,Merced,CA,37.367361,-120.5636
Mather Air Force Base,CA8570024143,19870722,28.90,Sacramento,CA,38.55695,-121.2972
Lawrence Livermore Laboratory (USDOE),CA2890012584,19870722,42.24,Livermore,CA,37.688061,-121.7047
Beckman Instruments (Porterville Plant),CAD048645444,19860610,34.21,Porterville,CA,36.049,-119.0201
"Advanced Micro Devices, Inc.",CAD048634059,19860610,37.93,Sunnyvale,CA,37.3825,-122.0086
Applied Materials,CAD042728840,19870722,31.94,Santa Clara,CA,37.3777,-121.9777
Intel Magnetics,CAD092212497,19860610,31.94,Santa Clara,CA,37.3756,-121.9801
Intel Corp. (Santa Clara III),CAT000612184,19860610,31.94,Santa Clara,CA,37.3737,-121.9717
Monolithic Memories,CAD049236201,19870722,35.57,Sunnyvale,CA,37.3816,-121.9968
National Semiconductor Corp.,CAD041472986,19870722,35.57,Santa Clara,CA,37.375281,-121.9989
Teledyne Semiconductor,CAD009111444,19870722,35.35,Mountain View,CA,37.4108,-122.0797
"TRW Microwave, Inc. (Building 825)",CAD009159088,19900221,31.94,Sunnyvale,CA,37.3846,-122.0085
Fairchild Semiconductor Corp. (Mountain View Plant),CAD095989778,19910211,31.94,Mountain View,CA,37.4012,-122.0542
Sacramento Army Depot,CA0210020780,19870722,44.46,Sacramento,CA,38.520281,-121.3958
Intel Corp. (Mountain View Plant),CAD061620217,19860610,29.76,Mountain View,CA,37.3962,-122.0566
Raytheon Corp.,CAD009205097,19860610,29.76,Mountain View,CA,37.3975,-122.0533
Moffett Naval Air Station,CA2170090078,19870722,29.49,Sunnyvale,CA,37.411389,-122.0522
"Waste Disposal, Inc.",CAD980884357,19870722,34.60,Santa Fe Springs,CA,33.95,-118.055
Ordot Landfill,GUD980637649,19830908,,Ordot,GU,13.439169,144.7474
Bunker Hill Mining & Metallurgical Complex,IDD048340921,19830908,54.76,Smelterville,ID,47.543061,-116.1617
Eastern Michaud Flats Contamination,IDD984666610,19900830,57.80,Pocatello,ID,42.901111,-112.5225
Teledyne Wah Chang,ORD050955848,19830908,54.27,Albany,OR,44.66,-123.0633
Umatilla Army Depot (Lagoons),OR6213820917,19870722,31.31,Hermiston,OR,45.836111,-119.45
"United Chrome Products, Inc.",ORD009043001,19840921,31.07,Corvallis,OR,44.5042,-123.2861
Colbert Landfill,WAD980514541,19830908,41.59,Spokane,WA,47.861669,-117.3483
"Commencement Bay, Near Shore/Tide Flats",WAD980726368,19830908,42.20,Pierce County,WA,47.266667,-122.416667
"Commencement Bay, South Tacoma Channel",WAD980726301,19830908,54.63,Tacoma,WA,47.229439,-122.4714
FMC Corp. (Yakima),WAD000643577,19830908,38.80,Yakima,WA,46.566669,-120.4933
"Frontier Hard Chrome, Inc.",WAD053614988,19830908,57.93,Vancouver,WA,45.6215,-122.644
Harbor Island (Lead),WAD980722839,19830908,34.60,Seattle,WA,47.5794,-122.3522
Kaiser Aluminum (Mead Works),WAD000065508,19830908,38.07,Mead,WA,47.755,-117.3767
Lakewood,WAD050075662,19830908,42.49,Lakewood,WA,47.14341,-122.51295
Queen City Farms,WAD980511745,19840921,34.38,Maple Valley,WA,47.45,-122.0417
"Western Processing Co., Inc.",WAD009487513,19830908,58.63,Kent,WA,47.425,-122.2417
American Lake Gardens/McChord AFB,WAD980833065,19840921,28.90,Tacoma,WA,47.125,-122.5267
Greenacres Landfill,WAD980514608,19840921,28.90,Spokane County,WA,47.6627,-117.1169
Bangor Ordnance Disposal (USNAVY),WA7170027265,19870722,30.42,Bremerton,WA,47.764719,-122.7008
Mica Landfill,WAD980511661,19860610,34.64,Mica,WA,47.579169,-117.2111
Midway Landfill,WAD980638910,19860610,54.27,Kent,WA,47.38,-122.2933
Northside Landfill,WAD980511778,19860610,28.90,Spokane,WA,47.7275,-117.4828
Wyckoff Co./Eagle Harbor,WAD009248295,19870722,32.55,Bainbridge Island,WA,47.621669,-122.5167
"Naval Air Station, Whidbey Island (Ault Field)",WA5170090059,19900221,47.58,Whidbey Island,WA,48.344219,-122.6637
Hidden Valley Landfill (Thun Field),WAD980511539,19890331,37.93,Pierce County,WA,47.095,-122.2878
Naval Undersea Warfare Station (4 Areas),WA1170023419,19891004,33.60,Keyport,WA,47.6946,-122.622
Fairchild Air Force Base (4 Waste Areas),WA9571924647,19890313,31.98,Spokane County,WA,47.628331,-117.6462
Riverbank Army Ammunition Plant,CA7210020759,19900221,63.94,Riverbank,CA,37.71695,-120.9181
Boarhead Farms,PAD047726161,19890331,39.92,Bridgeton Township,PA,40.545831,-75.125
Watkins-Johnson Co. (Stewart Dvision Plant),CAD980893234,19900830,28.90,Scotts Valley,CA,37.051111,-122.029028
Fresno Municipal Sanitary Landfill,CAD980636914,19891004,35.57,Fresno,CA,36.704169,-119.8261
Fletcher's Paint Works & Storage,NHD001079649,19890331,35.39,Milford,NH,42.8358,-71.6554
Sauk County Landfill,WID980610141,19891004,34.21,Excelsior,WI,43.5145,-89.8775
DuPage County Landfill/Blackwell Forest,ILD980606305,19900221,35.57,Warrenville,IL,41.8326,-88.1787
Spickler Landfill,WID980902969,19870722,44.24,Spencer,WI,44.689689,-90.265611
"Lakeland Disposal Service, Inc.",IND064703200,19890331,34.10,Claypool,IN,41.1475,-85.917219
"Caldwell Lace Leather Co., Inc.",KYD045738291,19900830,34.21,Auburn,KY,36.8725,-86.746389
Strasburg Landfill,PAD000441337,19890331,30.71,Newlin Township,PA,39.944439,-75.768061
Westinghouse Electric Corp. (Sharon Plant),PAD005000575,19900830,41.33,Sharon,PA,41.2434,-80.5058
Seattle Municipal Landfill (Kent Highlands),WAD980639462,19900830,52.19,Kent,WA,47.391669,-122.2792
Pacific Car & Foundry Co.,WAD009249210,19900221,42.33,Renton,WA,47.488889,-122.1964
Oklahoma Refining Co.,OKD091598870,19900221,46.01,Cyril,OK,34.898331,-98.193339
"Benfield Industries, Inc.",NCD981026479,19891004,31.67,Hazelwood,NC,35.477781,-83.004169
Abex Corp.,VAD980551683,19900830,36.53,Portsmouth,VA,36.8265,-76.3045
Recticon/Allied Steel Corp.,PAD002353969,19891004,32.06,East Conventry Township,PA,40.203469,-75.589031
"Arrowhead Associates, Inc./Scovill Corp.",VAD042916361,19900221,37.15,Montross,VA,38.086669,-76.791111
Occidental Chemical Corp./Firestone Tire & Rubber Co.,PAD980229298,19891004,45.91,Lower Pottsgrove Township,PA,40.232081,-75.614169
North Penn - Area 1,PAD096834494,19890331,35.57,Souderton,PA,40.3108,-75.3252
North Penn - Area 12,PAD057152365,19900221,28.90,Worcester,PA,40.1807,-75.3537
North Penn - Area 7,PAD002498632,19890331,35.57,North Wales,PA,40.218061,-75.278889
North Penn - Area 6,PAD980926976,19890331,35.57,Lansdale,PA,40.248331,-75.295639
North Penn - Area 2,PAD002342475,19891004,35.57,Hatfield,PA,40.293889,-75.297781
North Penn - Area 5,PAD980692693,19890331,35.57,Montgomery Township,PA,40.2721,-75.2451
"Electro-Coatings, Inc.",IAD005279039,19891004,42.24,Cedar Rapids,IA,41.9953,-91.671389
Wrigley Charcoal Plant,TND980844781,19890331,36.14,Wrigley,TN,35.9025,-87.353194
Potter's Septic Tank Service Pits,NCD981023260,19890331,29.14,Maco,NC,34.2846,-78.1578
Carrier Air Conditioning Co.,TND044062222,19900221,48.91,Collierville,TN,35.043331,-89.690411
Camp Lejeune Military Reservation,NC6170022580,19891004,33.13,Onslow County,NC,34.717781,-77.342919
"Koppers Co., Inc. (Newport Plant)",DED980552244,19900830,33.56,Newport,DE,39.704719,-75.624169
Southeast Rockford Ground Water Contamination,ILD981000417,19890331,42.24,Rockford,IL,42.230689,-89.071111
"Parsons Chemical Works, Inc.",MID980476907,19890331,31.32,Grand Ledge,MI,42.7547,-84.7677
"Bofors Nobel, Inc.",MID006030373,19890331,53.42,Muskegon,MI,43.209364,-86.11746
Amoco Chemicals (Joliet Landfill),ILD002994259,19900221,39.44,Joliet,IL,41.441669,-88.172781
T.H. Agriculture & Nutrition Co. (Albany Plant),GAD042101261,19890331,40.93,Albany,GA,31.617361,-84.181661
"Kauffman & Minteer, Inc.",NJD002493054,19890331,28.51,Jobstown,NJ,40.0363,-74.694
Conrail Rail Yard (Elkhart),IND000715490,19900830,42.24,Elkhart,IN,41.6634,-86.0115
Kaydon Corp.,MID006016703,19900221,34.21,Muskegon,MI,43.2007,-86.2908
Adam's Plating,MID006522791,19890331,29.64,Lansing,MI,42.739439,-84.587781
"Allied Paper, Inc./Portage Creek/Kalamazoo River",MID006007306,19900830,36.41,Kalamazoo,MI,42.303333,-85.576083
Hi-Mill Manufacturing Co.,MID005341714,19900221,49.54,Highland,MI,42.649831,-83.593089
"Interstate Pollution Control, Inc.",ILT180011975,19890331,46.01,Rockford,IL,42.241,-89.098
Chemical Sales Co.,COD007431620,19900830,37.93,Denver,CO,39.780831,-104.9136
Rock Hill Chemical Co.,SCD980844005,19900221,40.29,Rock Hill,SC,34.9661,-80.9985
Helena Chemical Co. Landfill,SCD058753971,19900221,33.89,Fairfax,SC,32.9412,-81.239
Linemaster Switch Corp.,CTD001153923,19900221,33.71,Woodstock,CT,41.940561,-71.966939
Otis Air National Guard Base/Camp Edwards,MA2570024487,19891121,45.92,Falmouth,MA,41.651666,-70.521388
Atlas Tack Corp.,MAD001026319,19900221,42.60,Fairhaven,MA,41.635561,-70.89445
Brantley Landfill,KYD980501019,19900221,52.73,Island,KY,37.44625,-87.156111
"Para-Chem Southern, Inc.",SCD002601656,19900830,32.94,Simpsonville,SC,34.7134,-82.233
Fort Hartford Coal Co. Stone Quarry,KYD980844625,19900830,43.84,Olaton,KY,37.538889,-86.702769
Madison County Sanitary Landfill,FLD981019235,19900830,37.93,Madison,FL,30.501111,-83.39375
Barstow Marine Corps Logistics Base,CA8170024261,19891121,37.93,Barstow,CA,34.878331,-116.9389
American Crossarm & Conduit Co.,WAD057311094,19891004,30.44,Chehalis,WA,46.656939,-122.9689
United Heckathorn Co.,CAD981436363,19900314,38.49,Richmond,CA,37.9226,-122.3654
"Brown & Bryant, Inc. (Arvin Plant)",CAD052384021,19891004,53.36,Arvin,CA,35.203061,-118.822
Air Force Plant PJKS,CO7570090038,19891121,42.93,Waterton,CO,39.514219,-105.1337
Mystery Bridge Rd/U.S. Highway 20,WYD981546005,19900830,32.10,Evansville,WY,42.860581,-106.2288
Newmark Ground Water Contamination,CAD981434517,19890331,35.57,San Bernardino,CA,34.171811,-117.3131
Hewlett-Packard (620-640 Page Mill Road),CAD980884209,19900221,29.76,Palo Alto,CA,37.4214,-122.1434
Fort Ord,CA7210020676,19900221,42.24,Marina,CA,36.625,-121.75
"CTS Printex, Inc.",CAD009212838,19900221,33.62,Mountain View,CA,37.4165,-122.0872
Camp Pendleton Marine Corps Base,CA2170023533,19891121,33.79,San Diego County,CA,33.306669,-117.3408
Intersil Inc./Siemens Components,CAD041472341,19900830,28.90,Cupertino,CA,37.3361,-122.0015
Agrico Chemical Co.,FLD980221857,19891004,44.98,Pensacola,FL,30.4512,-87.2256
Centralia Municipal Landfill,WAD980836662,19900830,36.36,Centralia,WA,46.696669,-122.9633
Missouri Electric Works,MOD980965982,19900221,31.20,Cape Girardeau,MO,37.28625,-89.555056
Sulphur Bank Mercury Mine,CAD980893275,19900830,44.42,Clear Lake,CA,39.00555,-122.6703
North Market Street,WAD000641548,19900830,32.61,Spokane,WA,47.7297,-117.3626
Yuma Marine Corps Air Station,AZ0971590062,19900221,32.24,Yuma,AZ,32.654581,-114.5888
March Air Force Base,CA4570024527,19891121,31.94,Riverside,CA,33.906389,-117.2557
"Spectra-Physics, Inc.",CAD009138488,19910211,37.20,Mountain View,CA,37.40805,-122.0786
Crazy Horse Sanitary Landfill,CAD980498455,19900830,37.93,Salinas,CA,36.8026,-121.6186
El Toro Marine Corps Air Station,CA6170023208,19900221,37.43,El Toro,CA,33.676669,-117.7176
George Air Force Base,CA2570024453,19900221,33.62,Victorville,CA,34.595,-117.3833
"Advanced Micro Devices, Inc. (Building 915)",CAT080034234,19900830,31.94,Sunnyvale,CA,37.3868,-122.0066
"Synertek, Inc. (Building 1)",CAD990832735,19891004,31.94,Santa Clara,CA,37.3773,-121.9719
Marzone Inc./Chevron Chemical Co.,GAD991275686,19891004,30.26,Tifton,GA,31.4289,-83.5017
Fairfield Coal Gasification Plant,IAD981124167,19900830,38.05,Fairfield,IA,41.0062,-91.9724
Peoples Natural Gas Co.,IAD980852578,19900830,46.24,Dubuque,IA,42.505281,-90.658889
Modesto Ground Water Contamination,CAD981997752,19890331,28.90,Modesto,CA,37.6591,-120.9964
Firestone Tire & Rubber Co. (Albany Plant),GAD990855074,19891004,30.08,Albany,GA,31.565831,-84.053889
Lexington County Landfill Area,SCD980558043,19891004,37.93,Cayce,SC,33.919581,-81.074169
"Koppers Co., Inc. (Morrisville Plant)",NCD003200383,19890331,41.89,Morrisville,NC,35.8463,-78.8406
ABC One Hour Cleaners,NCD024644494,19890331,29.11,Jacksonville,NC,34.7414,-77.3666
Geigy Chemical Corp. (Aberdeen Plant),NCD981927502,19891004,33.02,Aberdeen,NC,35.126111,-79.406669
Elmore Waste Disposal,SCD980839542,19890331,31.45,Greer,SC,34.935905,-82.216599
Townsend Saw Chain Co.,SCD980558050,19900221,35.94,Pontiac,SC,34.10625,-80.834169
Beaunit Corp. (Circular Knit & Dye),SCD000447268,19900221,32.44,Fountain Inn,SC,34.698061,-82.216111
Pester Refinery Co.,KSD000829846,19890331,30.16,El Dorado,KS,37.8438,-96.8574
Continental Steel Corp.,IND001213503,19890331,31.85,Kokomo,IN,40.474169,-86.156299
Central Illinois Public Service Co.,ILD981781065,19900830,28.95,Taylorville,IL,39.5404,-89.2975
Woodstock Municipal Landfill,ILD980605943,19891004,50.10,Woodstock,IL,42.2923,-88.4402
Bendix Corp./Allied Automotive,MID005107222,19900221,37.27,St. Joseph,MI,42.04945,-86.51195
Picatinny Arsenal (USARMY),NJ3210020704,19900221,42.92,Rockaway Township,NJ,40.916669,-74.583339
South Jersey Clothing Co.,NJD980766828,19891004,42.24,Minotola,NJ,39.5206,-74.9491
Higgins Disposal,NJD053102232,19900830,30.87,Franklin Township,NJ,40.3875,-74.615281
Higgins Farm,NJD981490261,19890331,30.47,Franklin Township,NJ,40.406389,-74.602781
Global Sanitary Landfill,NJD063160667,19890331,45.92,Old Bridge Township,NJ,40.446389,-74.286111
Circuitron Corp.,NYD981184229,19890331,54.27,East Farmingdale,NY,40.7495,-73.4195
Sidney Landfill,NYD980507677,19890331,29.36,Sidney,NY,42.2577,-75.243
"Jones Chemicals, Inc.",NYD000813428,19900221,33.62,Caledonia,NY,42.976531,-77.845561
Rosen Brothers Scrap Yard/Dump,NYD982272734,19890331,51.35,Cortland,NY,42.591669,-76.175281
Niagara Mohawk Power Corp. (Saratoga Spings Plant),NYD980664361,19900221,35.48,Saratoga Springs,NY,43.09,-73.776111
Galen Myers Dump/Drum Salvage,IND980999635,19890331,42.24,Osceola,IN,41.695839,-86.0875
"State Disposal Landfill, Inc.",MID980609341,19900221,42.24,Grand Rapids,MI,43.013397,-85.590506
Tri-City Disposal Co.,KYD981028350,19890331,33.82,Shepherdsville,KY,38.047781,-85.768331
"FCX, Inc. (Statesville Plant)",NCD095458527,19900221,37.93,Statesville,NC,35.7865,-80.9163
"FCX, Inc. (Washington Plant)",NCD981475932,19890331,40.39,Washington,NC,35.559581,-77.07445
MIG/Dewane Landfill,ILD980497788,19900830,49.91,Belvidere,IL,42.255917,-88.806944
Muskegon Chemical Co.,MID072569510,19900221,34.19,Whitehall,MI,43.3891,-86.334
Peerless Plating Co.,MID006031348,19900830,43.94,Muskegon,MI,43.2056,-86.2237
Madison Metropolitan Sewerage District Lagoons,WID078934403,19900221,32.65,Blooming Grove,WI,43.034311,-89.346281
JFD Electronics/Channel Master,NCD122263825,19891004,39.03,Oxford,NC,36.299719,-78.606389
T.H. Agriculture & Nutrition Co. (Montgomery Plant),ALD007454085,19900830,44.46,Montgomery,AL,32.3761,-86.3791
Burgess Brothers Landfill,VTD003965415,19890331,52.58,Woodford,VT,42.878061,-73.150139
Reilly Tar & Chemical Corp. (Dover Plant),OHD980610042,19900830,31.38,Dover,OH,40.5175,-81.479
Albion-Sheridan Township Landfill,MID980504450,19891004,33.79,Albion,MI,42.24955,-84.7195
"Lenz Oil Service, Inc.",ILD005451711,19891004,42.33,Lemont,IL,41.7068,-87.9422
Adams County Quincy Landfills 2&3,ILD980607055,19900830,34.21,Quincy,IL,39.929444,-91.268472
Beloit Corp.,ILD021440375,19900830,52.08,Rockton,IL,42.468611,-89.06555
Jasco Chemical Corp.,CAD009103318,19891004,35.36,Mountain View,CA,37.3988,-122.0882
Barkhamsted-New Hartford Landfill,CTD980732333,19891004,38.05,Barkhamsted,CT,41.980556,-73.047222
Pacific Coast Pipe Lines,CAD980636781,19891004,46.01,Fillmore,CA,34.404169,-118.9028
Gallup's Quarry,CTD108960972,19891004,46.29,Plainfield,CT,41.665281,-71.924161
Pasco Sanitary Landfill,WAD991281874,19900221,44.46,Pasco,WA,46.255281,-119.0478
Pease Air Force Base,NH7570024847,19900221,39.42,"Newington, Portsmouth",NH,43.080169,-70.82125
Rose Hill Regional Landfill,RID980521025,19891004,38.11,South Kingstown,RI,41.470831,-71.491669
BFI Sanitary Landfill (Rockingham),VTD980520092,19891004,41.92,Rockingham,VT,43.226389,-72.439719
Bennington Municipal Sanitary Landfill,VTD981064223,19890331,49.07,Bennington,VT,42.922219,-73.197781
Precision Plating Corp.,CTD051316313,19891004,49.10,Vernon,CT,41.84975,-72.447911
Hanford 300-Area (USDOE),WA2890090077,19891004,65.23,Benton County,WA,46.3703,-119.2752
Hanford 100-Area (USDOE),WA3890090076,19891004,46.38,Benton County,WA,46.7011,-119.4829
Tonolli Corp.,PAD073613663,19891004,46.58,Nesquehoning,PA,40.850561,-75.881111
Hanford 200-Area (USDOE),WA1890090078,19891004,69.05,Benton County,WA,46.563331,-119.6049
Butz Landfill,PAD981034705,19890331,32.00,Stroudsburg,PA,41.0335,-75.3438
"Jacks Creek/Sitkin Smelting & Refining, Inc.",PAD980829493,19891004,40.37,Maitland,PA,40.641531,-77.475281
"Chemtronics, Inc.",NCD095459392,19830908,30.16,Swannanoa,NC,35.625,-82.434719
General Electric Co. (Spokane Shop),WAD001865450,19891004,57.80,Spokane,WA,47.6729,-117.3441
Elizabethtown Landfill,PAD980539712,19890331,28.98,Elizabethtown,PA,40.132781,-76.608189
A.I.W. Frank/Mid-County Mustang,PAD004351003,19891004,42.40,Exton,PA,40.031811,-75.6032
Garden State Cleaners Co.,NJD053280160,19890331,28.90,Minotola,NJ,39.519031,-74.94945
Idaho National Engineering Laboratory (USDOE),ID4890008952,19891121,51.91,Idaho Falls,ID,43.529389,-112.9435
Fort Wainwright,AK6210022426,19900830,42.40,Fairbanks North Star Borough,AK,64.823,-147.6106
Elmendorf Air Force Base,AK8570028649,19900830,45.91,Greater Anchorage Borough,AK,61.254169,-149.7917
Mountain Home Air Force Base,ID3572124557,19900830,57.80,Mountain Home,ID,43.04805,-115.8647
Eielson Air Force Base,AK1570028646,19891121,48.14,Fairbanks North Star Borough,AK,64.67145,-147.0492
Weldon Spring Quarry/Plant/Pits (USDOE/Army),MO3210090004,19870722,58.60,St. Charles County,MO,38.696944,-90.724999
Oak Ridge Reservation (USDOE),TN1890090003,19891121,51.13,Oak Ridge,TN,35.924719,-84.390139
Jacksonville Naval Air Station,FL6170024412,19891121,32.08,Jacksonville,FL,30.22111,-81.682777
Fort Lewis Logistics Center,WA7210090067,19891121,35.48,Tillicum,WA,47.1142,-122.5365
Savannah River Site (USDOE),SC1890008989,19891121,47.70,Aiken,SC,33.348889,-81.737781
Bangor Naval Submarine Base,WA5170027291,19900830,55.91,Silverdale,WA,47.699,-122.7131
St. Louis Airport/Hazelwood Interim Storage/Futura Coatings Co.,MOD980633176,19891004,38.31,St. Louis County,MO,38.759719,-90.360419
Cecil Field Naval Air Station,FL5170022474,19891121,31.99,Jacksonville,FL,30.23861,-81.902777
Plattsburgh Air Force Base,NY4571924774,19891121,30.34,Plattsburgh,NY,44.6575,-73.464719
Treasure Island Naval Air Station - Hunters Point Annex,CA1170090087,19891121,48.77,San Francisco,CA,37.72229,-122.36732
F.E. Warren Air Force Base,WY5571924179,19900221,39.23,Cheyenne,WY,41.156669,-104.8622
Seneca Army Depot,NY0213820830,19900830,35.52,Romulus,NY,42.75,-76.85445
Federal Aviation Administration Technical Center,NJ9690510020,19900830,39.65,Atlantic County,NJ,39.458331,-74.583339
Feed Materials Production Center (USDOE),OH6890008976,19891121,57.56,Fernald,OH,39.29945,-84.688331
Marine Corps Logistics Base,GA7170023694,19891121,44.65,Albany,GA,31.557219,-84.055
Mound Plant (USDOE),OH6890008984,19891121,34.61,Miamisburg,OH,39.6264,-84.2862
Tobyhanna Army Depot,PA5213820892,19900830,37.93,Tobyhanna,PA,41.19305,-75.419439
Brookhaven National Laboratory (USDOE),NY7890008975,19891121,39.92,Upton,NY,40.86,-72.869583
Pensacola Naval Air Station,FL9170024567,19891121,42.40,Pensacola,FL,30.357222,-87.283054
Monticello Mill Tailings (USDOE),UT3890090035,19891121,35.86,Monticello,UT,37.863331,-109.3483
Fort Riley,KS6214020756,19900830,33.79,Junction City,KS,39.166669,-96.75
Davisville Naval Construction Battalion Center,RI6170022036,19891121,34.52,North Kingstown,RI,41.6095,-71.47422
Fort Devens,MA7210025154,19891121,42.24,Fort Devens,MA,42.536111,-71.596111
Nebraska Ordnance Plant (Former),NE6211890011,19900830,31.94,Mead,NE,41.176669,-96.453331
Williams Air Force Base,AZ7570028582,19891121,37.93,Chandler,AZ,33.30695,-111.6519
Homestead Air Force Base,FL7570024037,19900830,42.40,Homestead,FL,25.489444,-80.396944
Iowa Army Ammunition Plant,IA7213820445,19900830,29.73,Middletown,IA,40.808331,-91.246669
Lawrence Livermore National Laboratory (Site 300) (USDOE),CA2890090002,19900830,31.58,Livermore,CA,37.644306,-121.576667
New London Submarine Base,CTD980906515,19900830,36.53,New London,CT,41.400139,-72.087081
Tracy Defense Depot (USARMY),CA4971520834,19900830,37.16,Tracy,CA,37.715281,-121.3911
Travis Air Force Base,CA5570024575,19891121,29.49,Solano County,CA,38.26445,-121.9332
Newport Naval Education/Training Center,RI6170085470,19891121,32.25,Newport,RI,41.56445,-71.293469
Ellsworth Air Force Base,SD2571924644,19900830,33.62,Rapid City,SD,44.148061,-103.0958
Edwards Air Force Base,CA1570024504,19900830,33.62,Kern County,CA,34.949439,-117.8857
Carson River Mercury Site,NVD980813646,19900830,39.07,"Churchill County, Lyon County",NV,39.23195,-119.5892
10th Street Site,NED981713837,19900830,28.90,Columbus,NE,41.426561,-97.362219
Utah Power & Light/American Barrel Co.,UTD980667240,19891004,37.93,Salt Lake City,UT,40.7704,-111.9055
Monsanto Chemical Co. (Soda Springs Plant),IDD081830994,19900830,54.77,Soda Springs,ID,42.687031,-111.5878
Kerr-McGee Chemical Corp. (Soda Springs Plant),IDD041310707,19891004,51.91,Soda Springs,ID,42.687219,-111.5736
"Sealand Restoration, Inc.",NYD980535181,19900830,29.36,Lisbon,NY,44.703611,-75.361531
Industrial Waste Processing,CAD980736284,19900830,51.13,Fresno,CA,36.8425,-119.8094
Union Pacific Railroad Co. Tie-Treating Plant,ORD009049412,19900830,37.93,The Dalles,OR,45.5986,-121.1651
Chemical Insecticide Corp.,NJD980484653,19900830,37.93,Edison Township,NJ,40.5274,-74.368
Dublin TCE Site,PAD981740004,19900830,28.90,Dublin Borough,PA,40.370892,-75.204897
Westlake Landfill,MOD079900932,19900830,29.85,Bridgeton,MO,38.77,-90.445269
Ohio River Park,PAD980508816,19900830,42.24,Neville Island,PA,40.518611,-80.1525
Forest Glen Mobile Home Subdivision,NYD981560923,19891121,,Niagara Falls,NY,43.1127,-78.9995
Better Brite Plating Chrome & Zinc Shops,WIT560010118,19900830,48.91,DePere,WI,44.438061,-88.0755
Pearl Harbor Naval Complex,HI4170090076,19921014,70.82,Pearl Harbor,HI,21.388889,-157.983333
Ottawa Radiation Areas,ILD980606750,19921014,50.00,Ottawa,IL,41.351667,-88.836111
National Electric Coil Co./Cooper Industries,KYD985069954,19921014,50.00,Dayhoit,KY,36.843889,-83.371389
Cleburn Street Well,NED981499312,19921014,50.00,Grand Island,NE,40.925139,-98.347778
Sherwood Medical Co.,NED084626100,19921014,50.00,Norfolk,NE,41.993611,-97.421389
New Hampshire Plating Co.,NHD001091453,19921014,50.00,Merrimack,NH,42.855833,-71.488888
Li Tungsten Corp.,NYD986882660,19921014,50.00,Glen Cove,NY,40.860929,-73.640773
Crossley Farm,PAD981740061,19921014,29.66,Hereford Township,PA,40.435417,-75.620611
"Rodale Manufacturing Co., Inc.",PAD981033285,19921014,50.00,Emmaus Borough,PA,40.531111,-75.493333
West Kingston Town Dump/URI Disposal Area,RID981063993,19921014,50.00,South Kingstown,RI,41.496667,-71.535278
Pantex Plant (USDOE),TX4890110527,19940531,51.22,Pantex Village,TX,35.321944,-101.563611
Moses Lake Wellfield Contamination,WAD988466355,19921014,50.00,Moses Lake,WA,47.204722,-119.315556
Vancouver Water Station #4 Contamination,WAD988475158,19921014,50.00,Vancouver,WA,45.6195,-122.622472
White Chemical Corp.,NJD980755623,19910925,,Newark,NJ,40.698484,-74.198242
Blackburn and Union Privileges,MAD982191363,19940531,50.00,Walpole,MA,42.138749,-71.251667
"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",PAD980419097,19921014,50.00,Upper Merion Township,PA,40.081667,-75.3425
Foote Mineral Co.,PAD077087989,19921014,50.00,East Whiteland Township,PA,40.04,-75.585278
Naval Weapons Station - Yorktown,VA8170024170,19921014,50.00,Yorktown,VA,37.245833,-76.588889
Naval Surface Warfare - Dahlgren,VA7170024684,19921014,50.03,Dahlgren,VA,38.326667,-77.026944
Stauffer Chemical Co. (Tarpon Springs),FLD010596013,19940531,50.00,Tarpon Springs,FL,28.166666,-82.775694
"Koppers Co., Inc. (Charleston Plant)",SCD980310239,19941216,50.00,Charleston,SC,32.822083,-79.958333
Memphis Defense Depot (DLA),TN4210020570,19921014,58.06,Memphis,TN,35.093333,-90.003333
General Electric Co/Shepherd Farm,NCD079044426,19941216,70.71,East Flat Rock,NC,35.272222,-82.411111
Helena Chemical Co. (Tampa Plant),FLD053502696,19921014,30.19,Tampa,FL,27.963931,-82.374813
Refuse Hideaway Landfill,WID980610604,19921014,34.67,Middleton,WI,43.086111,-89.584722
