ID,Name,Address,City,State,Zipcode,Phone,Latitude,Longitude,Type,URL
23765,Steak n Shake,5308 Fields-ertel,Cincinnati,OH,45249,5137709540,39.2928,-84.3183,traditional,https://orderonline.steaknshake.com/o/restaurant/18118
23767,Steak n Shake,3226 Telegraph Road,St. Louis,MO,63125,3148924865,38.497,-90.2997,traditional,https://orderonline.steaknshake.com/o/restaurant/18119
23769,Steak n Shake,1095 Sr 28,Milford,OH,45150,5139659336,39.1947,-84.2344,traditional,https://orderonline.steaknshake.com/o/restaurant/18248
23771,Steak n Shake,1233 Omniplex Drive,Forest Park,OH,45240,5136713336,39.3037,-84.5247,traditional,https://orderonline.steaknshake.com/o/restaurant/18250
23773,Steak n Shake,13133 S. Orange Blossom Trail,Orlando,FL,32837,4072408740,28.3748,-81.4043,traditional,https://orderonline.steaknshake.com/o/restaurant/18252
23775,Steak n Shake,1741 Bechtle Avenue,Springfield,OH,45504,9373251944,39.9467,-83.8355,traditional,https://orderonline.steaknshake.com/o/restaurant/18256
23777,Steak n Shake,5300 Abbe Rd,Elyria,OH,44035,4402190305,41.4195,-82.0778,traditional,https://orderonline.steaknshake.com/o/restaurant/18258
23779,Steak n Shake,861 W. Eads Pkwy.,Lawrenceburg,IN,47025,8125394154,39.0866,-84.8791,traditional,https://orderonline.steaknshake.com/o/restaurant/18259
23781,Steak n Shake,3835 Race Rd.,Cincinnati,OH,45211,5132142167,39.1589,-84.6298,traditional,https://orderonline.steaknshake.com/o/restaurant/18260
23783,Steak n Shake,"1487 Victor Road, N.w.",Lancaster,OH,43130,7406893841,39.7472,-82.6514,traditional,https://orderonline.steaknshake.com/o/restaurant/18266
23785,Steak n Shake,170 SW Commerce Dr,Lake City,FL,32025,3867196677,30.181,-82.6786,traditional,https://orderonline.steaknshake.com/o/restaurant/18268
23787,Steak n Shake,2209 Oakton St.,Evanston,IL,60202,8474240111,42.0267,-87.7068,traditional,https://orderonline.steaknshake.com/o/restaurant/18270
23789,Steak n Shake,3714 S.w. 42nd St.,Gainesville,FL,32608,3523777500,29.6204,-82.3848,traditional,https://orderonline.steaknshake.com/o/restaurant/18197
23791,Steak n Shake,211 N. Randall Rd,Lake In The Hills,IL,60156,8474587630,42.1766,-88.3348,traditional,https://orderonline.steaknshake.com/o/restaurant/18200
23793,Steak n Shake,1520 Ogden Ave,Downers Grove,IL,60515,6309631175,41.8082,-88.0229,traditional,https://orderonline.steaknshake.com/o/restaurant/18202
23795,Steak n Shake,980 N. St. Augustine Road,Valdosta,GA,31601,2292425000,30.8383,-83.3177,traditional,https://orderonline.steaknshake.com/o/restaurant/18205
23797,Steak n Shake,718 N. Westover Blvd,Albany,GA,31707,2298786700,31.6148,-84.2221,traditional,https://orderonline.steaknshake.com/o/restaurant/18206
23799,Steak n Shake,3394 Capital Circle N.e.,Tallahassee,FL,32308,8503910156,30.5005,-84.2477,traditional,https://orderonline.steaknshake.com/o/restaurant/18207
23801,Steak n Shake,1459 Capital Circle N.w.,Tallahassee,FL,32303,8505743163,30.46,-84.3607,traditional,https://orderonline.steaknshake.com/o/restaurant/18208
23803,Steak n Shake,2441 S. Hamilton Rd.,Columbus,OH,43232,6145018277,39.9251,-82.8804,traditional,https://orderonline.steaknshake.com/o/restaurant/18210
23805,Steak n Shake,115 Stander Ave.,Mansfield,OH,44903,4197563804,40.6939,-82.5112,traditional,https://orderonline.steaknshake.com/o/restaurant/18214
23807,Steak n Shake,1832 Alysheba Way,Lexington,KY,40509,8595439096,38.0203,-84.4179,traditional,https://orderonline.steaknshake.com/o/restaurant/18215
23809,Steak n Shake,1780 Hill Road N.,Pickerington,OH,43147,6145010353,39.9261,-82.7857,traditional,https://orderonline.steaknshake.com/o/restaurant/18217
23811,Steak n Shake,5426 Target Drive,Antioch,TN,37013,6157173040,36.0441,-86.6599,traditional,https://orderonline.steaknshake.com/o/restaurant/18218
23813,Steak n Shake,4047 Morse Crossing,Columbus,OH,43219,6144715047,40.0533,-82.9215,traditional,https://orderonline.steaknshake.com/o/restaurant/18224
23815,Steak n Shake,12541 W. Sunrise Blvd.,Sunrise,FL,33323,9548359060,26.1461,-80.3183,traditional,https://orderonline.steaknshake.com/o/restaurant/18226
23817,Steak n Shake,10330 Cascade Crossing,Brooklyn,OH,44144,2162670859,41.4216,-81.7588,traditional,https://orderonline.steaknshake.com/o/restaurant/18232
23819,Steak n Shake,17200 S. Middlebelt,Livonia,MI,48152,7345252316,42.4136,-83.3349,traditional,https://orderonline.steaknshake.com/o/restaurant/18233
23821,Steak n Shake,6075 Emerald Parkway,Dublin,OH,43016,6147981714,40.0761,-83.1411,traditional,https://orderonline.steaknshake.com/o/restaurant/18236
23823,Steak n Shake,9431 Phillips Highway,Jacksonville,FL,32256,9045199913,30.195,-81.5675,traditional,https://orderonline.steaknshake.com/o/restaurant/18237
23825,Steak n Shake,3635 Data Point Court,Hilliard,OH,43026,6148509864,40.0268,-83.1129,traditional,https://orderonline.steaknshake.com/o/restaurant/18239
23827,Steak n Shake,3892 Baldwin Road,Auburn Hills,MI,48326,2482531902,42.7007,-83.2999,traditional,https://orderonline.steaknshake.com/o/restaurant/18242
23829,Steak n Shake,1680 S. Orange Blossomtrail,Apopka,FL,32703,4078846485,28.6518,-81.4676,traditional,https://orderonline.steaknshake.com/o/restaurant/18245
23831,Steak n Shake,9530 Diamond Center Drive,Mentor,OH,44060,4406398734,41.7141,-81.2996,traditional,https://orderonline.steaknshake.com/o/restaurant/18246
23833,Steak n Shake,6737 Darter Court,Fort Pierce,FL,34945,7724645380,27.4133,-80.3931,traditional,https://orderonline.steaknshake.com/o/restaurant/18247
23835,Steak n Shake,2567 E State Rd 60,Valrico,FL,33594,8136573558,27.9413,-82.2436,traditional,https://orderonline.steaknshake.com/o/restaurant/18293
23837,Steak n Shake,675 Meacham Rd,Elk Grove Village,IL,60007,8475241850,42.0066,-88.0458,traditional,https://orderonline.steaknshake.com/o/restaurant/18296
23839,Steak n Shake,951 W Arbrook Drive,Arlington,TX,76015,8174728300,32.6827,-97.1212,traditional,https://orderonline.steaknshake.com/o/restaurant/18299
23841,Steak n Shake,5020 Overton Ridge Blvd,Ft. Worth,TX,76132,8173707057,32.6771,-97.4048,traditional,https://orderonline.steaknshake.com/o/restaurant/18300
23843,Steak n Shake,2272 E Lamar Blvd,Arlington,TX,76006,8176523663,32.7609,-97.0701,traditional,https://orderonline.steaknshake.com/o/restaurant/18305
23845,Steak n Shake,2545 E. Highway 50,Clermont,FL,34711,3522432003,28.5461,-81.7108,traditional,https://orderonline.steaknshake.com/o/restaurant/18306
23847,Steak n Shake,32751 Concord Drive,Madison Heights,MI,48071,2485881355,42.5323,-83.113,traditional,https://orderonline.steaknshake.com/o/restaurant/18344
23849,Steak n Shake,2736 Cobb Parkway,Smyrna,GA,30080,7709522744,33.8887,-84.4743,traditional,https://orderonline.steaknshake.com/o/restaurant/18346
23851,Steak n Shake,2118 Mt. Zion Parkway,Morrow,GA,30260,7704720220,33.5629,-84.3214,traditional,https://orderonline.steaknshake.com/o/restaurant/18349
23853,Steak n Shake,820 Lawrenceville Suwanee Rd.,Lawrenceville,GA,30043,7709621600,34.0322,-84.0483,traditional,https://orderonline.steaknshake.com/o/restaurant/18350
23855,Steak n Shake,2110 Pleasant Hill Rd.,Duluth,GA,30096,7706238600,33.9573,-84.1333,traditional,https://orderonline.steaknshake.com/o/restaurant/18351
23857,Steak n Shake,2355 North Point Court,Alpharetta,GA,30022,7707511101,34.0482,-84.2885,traditional,https://orderonline.steaknshake.com/o/restaurant/18352
23859,Steak n Shake,1249 Highway 34 East,Newnan,GA,30265,7702521181,33.3985,-84.7306,traditional,https://orderonline.steaknshake.com/o/restaurant/18354
23861,Steak n Shake,1875 East - West Connector SW,Austell,GA,30106,7707452794,33.8605,-84.6187,traditional,https://orderonline.steaknshake.com/o/restaurant/18356
23863,Steak n Shake,2905 Stonecrest Circle,Lithonia,GA,30038,7704821117,33.7012,-84.0887,traditional,https://orderonline.steaknshake.com/o/restaurant/18357
23865,Steak n Shake,2291 Spider Drive,Kannapolis,NC,28083,7042622262,35.4724,-80.5923,traditional,https://orderonline.steaknshake.com/o/restaurant/18360
23867,Steak n Shake,9300 S. I-35,Austin,TX,78748,5122918095,30.1635,-97.7905,traditional,https://orderonline.steaknshake.com/o/restaurant/19555
23869,Steak n Shake,1759 Stringtown Road,Grove City,OH,43123,6148719536,39.8786,-83.0431,traditional,https://orderonline.steaknshake.com/o/restaurant/18307
23871,Steak n Shake,1210 Linton Blvd,Delray Beach,FL,33444,5612721102,26.4382,-80.0858,traditional,https://orderonline.steaknshake.com/o/restaurant/18309
23873,Steak n Shake,677 Gravios Bluffs Boulevard,Fenton,MO,63026,6363494538,38.5076,-90.4423,traditional,https://orderonline.steaknshake.com/o/restaurant/18314
23877,Steak n Shake,6259 Kalamazoo Avenue,Kentwood,MI,49508,6165541919,42.8499,-85.6247,traditional,https://orderonline.steaknshake.com/o/restaurant/18320
23879,Steak n Shake,9414 Civic Center Boulevard,West Chester,OH,45069,5137595888,39.3206,-84.4213,traditional,https://orderonline.steaknshake.com/o/restaurant/18321
23881,Steak n Shake,8800 Owenfield Drive,Powell,OH,43065,7405481783,40.1616,-83.0202,traditional,https://orderonline.steaknshake.com/o/restaurant/18323
23883,Steak n Shake,542 N. Marketplace Blvd,Lansing,MI,48917,5176228687,42.74,-84.6742,traditional,https://orderonline.steaknshake.com/o/restaurant/18326
23885,Steak n Shake,52965 State Road 933 North,South Bend,IN,46637,5742719412,41.7241,-86.251,traditional,https://orderonline.steaknshake.com/o/restaurant/18327
23887,Steak n Shake,11700 University Boulevard,Orlando,FL,32817,4073822121,28.5969,-81.2158,traditional,https://orderonline.steaknshake.com/o/restaurant/18328
23889,Steak n Shake,1820 W. Eldorado Parkway,Mckinney,TX,75069,9725474662,33.1725,-96.6376,traditional,https://orderonline.steaknshake.com/o/restaurant/18330
23891,Steak n Shake,2455 Jalynn Street,Warsaw,IN,46582,5742670004,41.2696,-85.8536,traditional,https://orderonline.steaknshake.com/o/restaurant/18332
23893,Steak n Shake,10661 San Jose Boulevard,Jacksonville,FL,32257,9048863484,30.1843,-81.6278,traditional,https://orderonline.steaknshake.com/o/restaurant/18333
23895,Steak n Shake,2202 W. Southport Road,Indianapolis,IN,46217,3178840082,39.6641,-86.1984,traditional,https://orderonline.steaknshake.com/o/restaurant/18334
23897,Steak n Shake,8950 Colonial Center Drive,Ft. Myers,FL,33905,2399310090,26.6137,-81.8074,traditional,https://orderonline.steaknshake.com/o/restaurant/18337
23899,Steak n Shake,5790 S. University Drive,Davie,FL,33328,9544340576,26.048,-80.2511,traditional,https://orderonline.steaknshake.com/o/restaurant/18341
23901,Steak n Shake,10131 Bloomingdale Avenue,Riverview,FL,33578,8136301016,27.8936,-82.3342,traditional,https://orderonline.steaknshake.com/o/restaurant/18343
23903,Steak n Shake,3615 N. Ridge East,Ashtabula,OH,44004,4409925280,41.8818,-80.7476,traditional,https://orderonline.steaknshake.com/o/restaurant/18272
23905,Steak n Shake,17312 Chesterfield Airport Road,Chesterfield,MO,63005,6365197167,38.6684,-90.6029,traditional,https://orderonline.steaknshake.com/o/restaurant/18273
23907,Steak n Shake,889 N. Bridge Street,Chillicothe,OH,45601,7402171194,39.3545,-82.976,traditional,https://orderonline.steaknshake.com/o/restaurant/18276
23909,Steak n Shake,9545 State Route 14,Streetsboro,OH,44241,3306261429,41.2468,-81.3596,traditional,https://orderonline.steaknshake.com/o/restaurant/18278
23911,Steak n Shake,3853 Tampa Rd.,Oldsmar,FL,34677,8138147865,28.0426,-82.6726,traditional,https://orderonline.steaknshake.com/o/restaurant/18280
23913,Steak n Shake,50840 Valley Frontage Rd.,St. Clairsville,OH,43950,7406992812,40.0697,-80.9023,traditional,https://orderonline.steaknshake.com/o/restaurant/18283
23915,Steak n Shake,520 N. Town Center Rd.,Mooresville,IN,46158,3178311600,39.6169,-86.3548,traditional,https://orderonline.steaknshake.com/o/restaurant/18285
23917,Steak n Shake,1951 Park Manor Blvd,Pittsburgh,PA,15205,4127888644,40.4585,-80.1723,traditional,https://orderonline.steaknshake.com/o/restaurant/18288
23919,Steak n Shake,5051 Som Center Rd.,Willoughby,OH,44094,4402204817,41.6234,-81.4393,traditional,https://orderonline.steaknshake.com/o/restaurant/18289
23921,Steak n Shake,3440 Preston Rd.,Frisco,TX,75034,9723340340,33.1078,-96.8052,traditional,https://orderonline.steaknshake.com/o/restaurant/18292
23923,Steak n Shake,4684 N. Patterson Ave.,Winston-salem,NC,27105,3367443335,36.0685,-80.2276,traditional,https://orderonline.steaknshake.com/o/restaurant/19570
23925,Steak n Shake,253 Goodman Road West,Southaven,MS,38671,6623492923,34.9625,-89.9945,traditional,https://orderonline.steaknshake.com/o/restaurant/19572
23927,Steak n Shake,8477 Highway 64,Memphis,TN,38133,9013805880,35.2053,-89.774,traditional,https://orderonline.steaknshake.com/o/restaurant/19573
23931,Steak n Shake,1715 South 46th Street,Rogers,AR,72758,4799368865,36.316,-94.1826,traditional,https://orderonline.steaknshake.com/o/restaurant/19581
23933,Steak n Shake,838 Turner Mccall Blvd SW,Rome,GA,30161,7062048657,34.2606,-85.1673,traditional,https://orderonline.steaknshake.com/o/restaurant/19616
23935,Steak n Shake,12209 South Strang Line Road,Olathe,KS,66062,9133900015,38.9053,-94.7783,traditional,https://orderonline.steaknshake.com/o/restaurant/19589
23937,Steak n Shake,20950 Katy Freeway,Katy,TX,77449,2815781987,29.7856,-95.7352,traditional,https://orderonline.steaknshake.com/o/restaurant/19608
23939,Steak n Shake,9500 North East Barry Rd.,Kansas City,MO,64157,8164071007,39.245,-94.4577,traditional,https://orderonline.steaknshake.com/o/restaurant/19592
23941,Steak n Shake,2017 Highway 192 West,London,KY,40741,6068772712,37.079,-84.137,traditional,https://orderonline.steaknshake.com/o/restaurant/19595
23943,Steak n Shake,655 Schillinger Road South,Mobile,AL,36695,2516339900,30.6814,-88.2249,traditional,https://orderonline.steaknshake.com/o/restaurant/19600
23945,Steak n Shake,500 Greengate Center Circle,Greensburg,PA,15601,7248363181,40.3094,-79.5777,traditional,https://orderonline.steaknshake.com/o/restaurant/18365
23947,Steak n Shake,1925 Dorothy Lane,Moraine,OH,45439,9372999140,39.7092,-84.2039,traditional,https://orderonline.steaknshake.com/o/restaurant/18370
23949,Steak n Shake,2761 Cherry Road,Rock Hill,SC,29730,8036260384,34.9755,-80.9838,traditional,https://orderonline.steaknshake.com/o/restaurant/18374
23951,Steak n Shake,635 River Highway,Mooresville,NC,28117,7047469231,35.5963,-80.8765,traditional,https://orderonline.steaknshake.com/o/restaurant/18376
23953,Steak n Shake,630 S. Sutton Road,Streamwood,IL,60107,6304978109,42.0207,-88.2037,traditional,https://orderonline.steaknshake.com/o/restaurant/18377
23955,Steak n Shake,1640 Us Highway 231,Crawfordsville,IN,47933,7653590802,40.0157,-86.9033,traditional,https://orderonline.steaknshake.com/o/restaurant/18379
23957,Steak n Shake,1015 James Avenue,Bedford,IN,47421,8122755616,38.8672,-86.5189,traditional,https://orderonline.steaknshake.com/o/restaurant/18383
23959,Steak n Shake,2656 E. Franklin Boulevard,Gastonia,NC,28056,7048543440,35.2608,-81.1305,traditional,https://orderonline.steaknshake.com/o/restaurant/18385
23961,Steak n Shake,7020 Aurora Road,Aurora,OH,44202,3302226303,41.3568,-81.3899,traditional,https://orderonline.steaknshake.com/o/restaurant/18387
23963,Steak n Shake,3101 Phoenix Center Drive,Washington,MO,63090,6362390063,38.5384,-90.9902,traditional,https://orderonline.steaknshake.com/o/restaurant/18390
23965,Steak n Shake,3333 W. Kimberly Road,Davenport,IA,52806,5634682600,41.5597,-90.6255,traditional,https://orderonline.steaknshake.com/o/restaurant/18392
23967,Steak n Shake,2611 Peachtree Parkway,Suwanee,GA,30024,6789654722,34.0956,-84.1764,traditional,https://orderonline.steaknshake.com/o/restaurant/18393
23969,Steak n Shake,230 Golfview Drive,Monaca,PA,15061,7247284120,40.6775,-80.3111,traditional,https://orderonline.steaknshake.com/o/restaurant/18395
23971,Steak n Shake,4545 Outer Loop,Louisville,KY,40219,5029663109,38.1381,-85.6781,traditional,https://orderonline.steaknshake.com/o/restaurant/18397
23973,Steak n Shake,980 East Lewis And Clark Parkway,Clarksville,IN,47129,8122851154,38.3167,-85.7568,traditional,https://orderonline.steaknshake.com/o/restaurant/18399
23975,Steak n Shake,1627 N. Dixie Hwy.,Elizabethtown,KY,42701,2707631120,37.7296,-85.8846,traditional,https://orderonline.steaknshake.com/o/restaurant/18400
23977,Steak n Shake,4913 Dixie Hwy,Louisville,KY,40216,5024484400,38.1704,-85.8269,traditional,https://orderonline.steaknshake.com/o/restaurant/18406
23979,Steak n Shake,1158 St. Louis Street,Springfield,MO,65806,4178666109,37.2093,-93.2761,traditional,https://orderonline.steaknshake.com/o/restaurant/19538
23981,Steak n Shake,2760 North Glenstone,Springfield,MO,65803,4178639072,37.2473,-93.2605,traditional,https://orderonline.steaknshake.com/o/restaurant/19541
23983,Steak n Shake,3115 East Hammons,Joplin,MO,64804,4176268088,37.0496,-94.4765,traditional,https://orderonline.steaknshake.com/o/restaurant/19582
23985,Steak n Shake,1912 West Worley,Columbia,MO,65203,5734453097,38.9607,-92.3685,traditional,https://orderonline.steaknshake.com/o/restaurant/19557
23987,Steak n Shake,2519 Missouri Boulevard,Jefferson City,MO,65109,5736369553,38.5815,-92.218,traditional,https://orderonline.steaknshake.com/o/restaurant/19558
23989,Steak n Shake,3920 Osage Beach Parkway,Osage Beach,MO,65065,5733480090,38.1586,-92.6044,traditional,https://orderonline.steaknshake.com/o/restaurant/19560
23991,Steak n Shake,2296 Gunbarrel Road,Chattanooga,TN,37421,4238922993,35.0398,-85.1497,traditional,https://orderonline.steaknshake.com/o/restaurant/19561
23993,Steak n Shake,5118 Hixson Pike,Chattanooga,TN,37343,4238740700,35.1356,-85.2385,traditional,https://orderonline.steaknshake.com/o/restaurant/19562
23995,Steak n Shake,1250 W. Walnut Avenue,Dalton,GA,30720,7062723300,34.759,-84.9887,traditional,https://orderonline.steaknshake.com/o/restaurant/19563
23997,Steak n Shake,"220 Paul Huff Parkway, NW",Cleveland,TN,37312,4236147300,35.2231,-84.868,traditional,https://orderonline.steaknshake.com/o/restaurant/19564
23999,Steak n Shake,4409 Wendover Ave.,Greensboro,NC,27407,3362180807,36.0559,-79.8924,traditional,https://orderonline.steaknshake.com/o/restaurant/19567
24001,Steak n Shake,3120 Garden Road,Burlington,NC,27215,3365851222,36.0687,-79.4985,traditional,https://orderonline.steaknshake.com/o/restaurant/19568
24003,Steak n Shake,2250 Mt. Zion Rd,Decatur,IL,62521,2178646592,39.8165,-88.8772,traditional,https://orderonline.steaknshake.com/o/restaurant/17995
24005,Steak n Shake,5635 W. 38th Street,Indianapolis,IN,46254,3172935077,39.8231,-86.2606,traditional,https://orderonline.steaknshake.com/o/restaurant/18009
24007,Steak n Shake,4320 West Main,Belleville,IL,62226,6182350770,38.5185,-90.0038,traditional,https://orderonline.steaknshake.com/o/restaurant/18028
24009,Steak n Shake,1001 Wylie Drive,Bloomington,IL,61704,3098282222,40.4877,-89.0365,traditional,https://orderonline.steaknshake.com/o/restaurant/18079
24011,Steak n Shake,540 E. Edgewood Blvd,Lansing,MI,48911,5172723038,42.6645,-84.5436,traditional,https://orderonline.steaknshake.com/o/restaurant/18213
24013,Steak n Shake,8311 Old Troy Pike,Huber Heights,OH,45424,9372353118,39.8716,-84.1383,traditional,https://orderonline.steaknshake.com/o/restaurant/18132
24015,Steak n Shake,13849 Manchester Road,Ballwin,MO,63011,3148351677,38.5967,-90.483,traditional,https://orderonline.steaknshake.com/o/restaurant/18025
24017,Steak n Shake,5827 E. 71st Street,Indianapolis,IN,46220,3178493577,39.883,-86.0691,traditional,https://orderonline.steaknshake.com/o/restaurant/18042
24019,Steak n Shake,3909 Mexico Road,St. Peters,MO,63376,6364421016,38.7907,-90.5663,traditional,https://orderonline.steaknshake.com/o/restaurant/18059
24021,Steak n Shake,2403 Post Drive,Indianapolis,IN,46219,3178901401,39.8025,-86.0105,traditional,https://orderonline.steaknshake.com/o/restaurant/18121
24023,Steak n Shake,16902 Clover Rd.,Noblesville,IN,46060,3177763855,40.0346,-85.9964,traditional,https://orderonline.steaknshake.com/o/restaurant/18198
24025,Steak n Shake,1760 Us Highway 1 South,St. Augustine,FL,32084,9048247229,29.869,-81.3219,traditional,https://orderonline.steaknshake.com/o/restaurant/18209
24027,Steak n Shake,5960 East Main Street,Columbus,OH,43213,6145011530,39.9549,-82.8397,traditional,https://orderonline.steaknshake.com/o/restaurant/18230
24029,Steak n Shake,1700 Broad Ave,Findlay,OH,45840,4194291490,41.0606,-83.6646,traditional,https://orderonline.steaknshake.com/o/restaurant/18241
24031,Steak n Shake,1901 Mckee Street,Batavia,IL,60510,6304829846,41.8546,-88.3385,traditional,https://orderonline.steaknshake.com/o/restaurant/18253
24033,Steak n Shake,650 E Waterfront Dr E,Munhall,PA,15120,4124616545,40.4141,-79.9051,traditional,https://orderonline.steaknshake.com/o/restaurant/18277
24035,Steak n Shake,10600 Fowler St.,Ft. Myers,FL,33907,2392749500,26.5888,-81.8697,traditional,https://orderonline.steaknshake.com/o/restaurant/18284
24037,Steak n Shake,2121 North State Street,Greenfield,IN,46140,3174671581,39.8159,-85.7697,traditional,https://orderonline.steaknshake.com/o/restaurant/18304
24039,Steak n Shake,2620 Pine Ridge Road,Naples,FL,34109,2392621039,26.2107,-81.7648,traditional,https://orderonline.steaknshake.com/o/restaurant/18310
24041,Steak n Shake,1607 County Road 220,Orange Park,FL,32003,9048304541,30.1025,-81.7056,traditional,https://orderonline.steaknshake.com/o/restaurant/18384
24043,Steak n Shake,3409 Us Hwy 60 East,Barboursville,WV,25504,3047332051,38.4148,-82.2871,traditional,https://orderonline.steaknshake.com/o/restaurant/19596
24047,Steak n Shake,1415 Wanamaker Road,Topeka,KS,66604,7852739711,39.0417,-95.7623,traditional,https://orderonline.steaknshake.com/o/restaurant/19586
24049,Steak n Shake,4480 Park Street,St Petersburg,FL,33709,7275450948,27.8125,-82.7545,traditional,https://orderonline.steaknshake.com/o/restaurant/18169
24051,Steak n Shake,16201  N. Dale Mabry Highway,Tampa,FL,33618,8139081567,28.0965,-82.5014,traditional,https://orderonline.steaknshake.com/o/restaurant/18223
24059,Steak n Shake,1125 Interstate Dr.,Cookeville,TN,38501,9315256742,36.1384,-85.5067,traditional,https://orderonline.steaknshake.com/o/restaurant/18261
24061,Steak n Shake,15125 Montfort Drive,Dallas,TX,75248,9727884103,32.955,-96.8189,traditional,https://orderonline.steaknshake.com/o/restaurant/18339
24063,Steak n Shake,5006 Crossings Circle,Mt. Juliet,TN,37122,6152030294,36.2044,-86.5186,traditional,https://orderonline.steaknshake.com/o/restaurant/18382
24065,Steak n Shake,501 Stonewood Drive,Broken Arrow,OK,74012,9183556405,36.0728,-95.7923,traditional,https://orderonline.steaknshake.com/o/restaurant/19579
24067,Steak n Shake,13621 East 40th Hwy.,Independence,MO,64055,8164781452,39.0355,-94.4196,traditional,https://orderonline.steaknshake.com/o/restaurant/19590
24069,Steak n Shake,7561 E. State Street,Rockford,IL,61108,8153959250,42.2698,-88.9688,traditional,https://orderonline.steaknshake.com/o/restaurant/18086
24071,Steak n Shake,4949 Ridge Avenue,Cincinnati,OH,45209,5133734253,39.1631,-84.4212,traditional,https://orderonline.steaknshake.com/o/restaurant/18322
24073,Steak n Shake,4929 N. Old Pike Road,Gladstone,MO,64118,8164538003,39.1828,-94.5817,traditional,https://orderonline.steaknshake.com/o/restaurant/19593
24075,Steak n Shake,1315 Ireland Road,South Bend,IN,46614,5742999936,41.6297,-86.2296,traditional,https://orderonline.steaknshake.com/o/restaurant/18091
24077,Steak n Shake,5402 Meijer Dr.,Ft. Wayne,IN,46835,2607483200,41.131,-85.013,traditional,https://orderonline.steaknshake.com/o/restaurant/18176
24079,Steak n Shake,1330 E. Pershing,Decatur,IL,62526,2178773231,39.8773,-88.9393,traditional,https://orderonline.steaknshake.com/o/restaurant/18000
24081,Steak n Shake,5885 Suemandy Drive,St. Peters,MO,63376,6369702622,38.7986,-90.624,traditional,https://orderonline.steaknshake.com/o/restaurant/18104
24083,Steak n Shake,2315 S. Dale Mabry,Tampa,FL,33629,8132513350,27.924,-82.5061,traditional,https://orderonline.steaknshake.com/o/restaurant/18033
24085,Steak n Shake,2490 S.r. 580,Clearwater,FL,33761,7277961648,28.02,-82.7342,traditional,https://orderonline.steaknshake.com/o/restaurant/18175
24087,Steak n Shake,2313 Cobbs Ford Road,Prattville,AL,36066,3342900035,32.4603,-86.4,traditional,https://orderonline.steaknshake.com/o/restaurant/19601
24089,Steak n Shake,106 Cortez Road East,Bradenton,FL,34203,9417553673,27.462,-82.5629,traditional,https://orderonline.steaknshake.com/o/restaurant/18037
24091,Steak n Shake,7485 Foltz Drive,Florence,KY,41042,8596471100,39.0159,-84.6372,traditional,https://orderonline.steaknshake.com/o/restaurant/18093
24093,Steak n Shake,21 Maplehurst Drive,Brownsburg,IN,46112,3178587610,39.8618,-86.394,traditional,https://orderonline.steaknshake.com/o/restaurant/18162
24095,Steak n Shake,2600 N.w. Federal Hwy,Stuart,FL,34994,7726922702,27.2363,-80.2697,traditional,https://orderonline.steaknshake.com/o/restaurant/18185
24099,Steak n Shake,14646 Manchester Road,Ballwin,MO,63011,6362077100,38.5924,-90.5296,traditional,https://orderonline.steaknshake.com/o/restaurant/18160
24101,Steak n Shake,6231 Us Hwy 6,Portage,IN,46368,2197620545,41.5499,-87.1738,traditional,https://orderonline.steaknshake.com/o/restaurant/18265
24103,Steak n Shake,5342 S. Westnedge,Portage,MI,49002,2693451488,42.2388,-85.5901,traditional,https://orderonline.steaknshake.com/o/restaurant/18114
24105,Steak n Shake,3201 N. Vermilion,Danville,IL,61832,2174468167,40.1753,-87.6299,traditional,https://orderonline.steaknshake.com/o/restaurant/18043
24107,Steak n Shake,40 Town Center Circle,Sanford,FL,32771,4073288300,28.8074,-81.3373,traditional,https://orderonline.steaknshake.com/o/restaurant/18143
24109,Steak n Shake,1501 Algonquin Rd.,Rolling Meadows,IL,60008,8472286657,42.0541,-87.9974,traditional,https://orderonline.steaknshake.com/o/restaurant/18335
24111,Steak n Shake,14909 Thatcher Lane,Carmel,IN,46032,3175800890,40.0047,-86.1262,traditional,https://orderonline.steaknshake.com/o/restaurant/18090
24113,Steak n Shake,855 Highway 121,Lewisville,TX,75067,2144888000,32.999,-96.9618,traditional,https://orderonline.steaknshake.com/o/restaurant/18294
24115,Steak n Shake,4074 N Mall Avenue,Fayetteville,AR,72703,4794446343,36.1257,-94.1476,traditional,https://orderonline.steaknshake.com/o/restaurant/19580
24117,Steak n Shake,1680 Scottsville Rd.,Bowling Green,KY,42104,2707839260,36.9703,-86.4341,traditional,https://orderonline.steaknshake.com/o/restaurant/18404
24119,Steak n Shake,2999 Watson Blvd,Warner Robins,GA,31093,4789530596,32.6172,-83.6893,traditional,https://orderonline.steaknshake.com/o/restaurant/19602
24121,Steak n Shake,155 Tom Hill Senior Blvd.,Macon,GA,31210,4784775112,32.9011,-83.6869,traditional,https://orderonline.steaknshake.com/o/restaurant/19603
24123,Steak n Shake,1386 W Hwy 376,Branson,MO,65616,4173362565,36.6521,-93.3003,traditional,https://orderonline.steaknshake.com/o/restaurant/19536
24125,Steak n Shake,1960 W. Morton Avenue,Jacksonville,IL,62650,2172459422,39.7228,-90.266,traditional,https://orderonline.steaknshake.com/o/restaurant/19546
24127,Steak n Shake,3184 S. Dirksen Parkway,Springfield,IL,62703,2175295823,39.7587,-89.6083,traditional,https://orderonline.steaknshake.com/o/restaurant/19547
