ID,Name,Address,City,State,Zipcode,Type,Phone,Overall_Rtg,Health_Rtg,staffing_Rtg,Care_Rtg,Latitude,Longitude
045417,ARKANSAS VETERANS HOME AT FAYETTEVILLE,1179 NORTH COLLEGE AVENUE,FAYETTEVILLE,AR,72703,Medicare and Medicaid,4794447001,40,30,50,30,36.0777054,-94.1591949
045332,"ARLINGTON COVE HEALTHCARE, LLC",333 MELODY DRIVE,TRUMANN,AR,72472,Medicare and Medicaid,8702754068,40,30,40,20,35.6668,-90.52417
045155,ASH FLAT HEALTHCARE AND REHABILITATION CENTER,66 OZBIRN LANE,ASH FLAT,AR,72513,Medicare and Medicaid,8709942341,30,40,40,10,36.2296181,-91.6078
045421,ASHLEY HEALTH AND REHABILITATION,2600 N 22ND STREET,ROGERS,AR,72756,Medicare and Medicaid,4798996778,50,40,40,50,36.3570366,-94.1487045
045419,"ASHTON PLACE HEALTH AND REHAB, LLC",318 STROZIER LANE,BARLING,AR,72923,Medicare and Medicaid,4794528181,30,20,30,50,35.326355,-94.31464
045339,ATKINS NURSING AND REHABILITATION CENTER,605 NORTHWEST 7TH STREET,ATKINS,AR,72823,Medicare and Medicaid,4796417100,40,40,40,20,35.2489471,-92.94334
045295,"AUTUMN HILL, INC",500 HAMMOND AVENUE,BERRYVILLE,AR,72616,Medicare and Medicaid,8704236966,30,30,20,20,36.36479,-93.56797
045241,BAILEY CREEK HEALTH & REHAB,1621 EAST 42ND ST,TEXARKANA,AR,71854,Medicare and Medicaid,8707743581,40,40,30,40,33.46368,-94.02532
045198,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,Medicare,5012022000,20,10,50,30,34.7471123,-92.37673
045203,BATESVILLE HEALTH AND REHAB,1975 WHITE DRIVE,BATESVILLE,AR,72501,Medicare and Medicaid,8706981853,20,20,30,20,35.7914963,-91.6212845
045304,"BEEBE RETIREMENT CENTER, INC.",709 MCAFEE LANE,BEEBE,AR,72012,Medicare and Medicaid,5018823313,50,40,40,50,35.0802765,-91.89365
045170,"BELLE MEADE, A REHABILITATION AND GUEST CARE FACIL",1800 LINWOOD DRIVE,PARAGOULD,AR,72450,Medicare and Medicaid,8702367104,50,40,40,50,36.03862,-90.51227
045239,BELLE VIEW ESTATES REHABILITATION AND CARE CENTER,1052 OLD WARREN ROAD,MONTICELLO,AR,71655,Medicare and Medicaid,8703670044,40,30,30,50,33.6134224,-91.81606
045361,BENTONVILLE HEALTH AND REHABILITATION,224 SOUTH MAIN STREET,BENTONVILLE,AR,72712,Medicare and Medicaid,4792733373,20,10,40,20,36.3696327,-94.20915
045373,"BRADFORD HOUSE NURSING AND REHAB, LLC",1202 S E 30TH STREET,BENTONVILLE,AR,72712,Medicare and Medicaid,4792733430,40,40,40,40,36.33947,-94.19374
045387,"BRIARWOOD NURSING AND REHABILITATION CENTER,INC",516 SOUTH RODNEY PARHAM ROAD,LITTLE ROCK,AR,72205,Medicare and Medicaid,5012249000,50,40,30,50,34.7488022,-92.36372
045242,BRIGHTON RIDGE,235 HUNTSVILLE ROAD,EUREKA SPRINGS,AR,72632,Medicare and Medicaid,4792537038,50,50,30,40,36.3835144,-93.73953
045195,BROADWAY HEALTH AND REHAB,800 WEST BROADWAY,WEST MEMPHIS,AR,72301,Medicare and Medicaid,8707355174,50,40,40,50,35.1474152,-90.19692
045147,BROOKRIDGE COVE REHABILITATION AND CARE  CENTER,1000 BROOKRIDGE LANE,MORRILTON,AR,72110,Medicare and Medicaid,5013544585,50,40,40,50,35.16803,-92.7334747
04A325,BROOKSIDE HEALTH AND REHABILITATION CENTER,800 BROOKSIDE DRIVE,LITTLE ROCK,AR,72205,Medicaid,5012243940,40,50,40,10,34.7600937,-92.37361
045125,BUTTERFIELD TRAIL VILLAGE,1923 EAST JOYCE BLVD,FAYETTEVILLE,AR,72703,Medicare,4796958065,50,40,50,40,36.1190262,-94.1340256
045208,"CABOT HEALTH AND REHAB, LLC",200 NORTH PORT DRIVE,CABOT,AR,72023,Medicare and Medicaid,5018436181,50,50,30,40,34.98131,-92.04485
045142,CANYON SPRINGS HEALTH AND REHABILITATION CENTER,1401 PARK AVENUE,HOT SPRINGS,AR,71901,Medicare and Medicaid,5016233781,40,30,30,50,34.53364,-93.03754
045351,CARE MANOR NURSING AND REHAB,804 BURNETT DRIVE,MOUNTAIN HOME,AR,72653,Medicare and Medicaid,8704245030,20,20,20,30,36.3396339,-92.39926
045442,CAVALIER HEALTHCARE OF ENGLAND,400 STUTTGART HIGHWAY,ENGLAND,AR,72046,Medicare and Medicaid,5018422771,10,10,30,30,34.5463524,-91.95297
045148,"CAVE CITY NURSING HOME, INC",442 TAYLOR CIRCLE,CAVE CITY,AR,72521,Medicare and Medicaid,8702835313,30,20,40,20,35.94811,-91.5500259
045318,"CHAMBERS NURSING HOME CENTER, INC",1001 EAST PARK STREET,CARLISLE,AR,72024,Medicare and Medicaid,8705527150,50,40,40,50,34.78149,-91.7334747
045364,CHAPEL RIDGE HEALTH AND REHAB,4623 ROGERS AVENUE,FORT SMITH,AR,72903,Medicare and Medicaid,4794521541,50,50,30,50,35.3687134,-94.38003
045201,CHAPEL WOODS HEALTH AND REHABILITATION,1440 EAST CHURCH,WARREN,AR,71671,Medicare and Medicaid,8702266766,40,30,30,50,33.6087379,-92.0386658
045288,CHENAL REHABILITATION AND HEALTHCARE CENTER,3115 S BOWMAN ROAD,LITTLE ROCK,AR,72211,Medicare and Medicaid,5012284848,10,10,20,40,34.72805,-92.40837
045430,"CLA-CLIF NURSING AND REHAB CENTER, INC",1214 NORTH MAIN,BRINKLEY,AR,72021,Medicare and Medicaid,8707343636,40,20,40,50,34.90454,-91.19817
045143,"CONCORDIA NURSING & REHAB, LLC",7 PROFESSIONAL DRIVE,BELLA VISTA,AR,72714,Medicare and Medicaid,4798553735,30,30,40,10,36.4245872,-94.22426
045245,CONWAY HEALTHCARE AND REHABILITATION CENTER,2603 DAVE WARD DRIVE,CONWAY,AR,72032,Medicare and Medicaid,5013292149,40,40,30,40,35.0697021,-92.46572
045433,CORNING THERAPY AND LIVING CENTER,831 NORTH MISSOURI,CORNING,AR,72422,Medicare and Medicaid,8708573100,30,30,30,40,36.4192963,-90.58624
045350,COURTYARD GARDENS HEALTH AND REHABILITATION CENTER,2701 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,Medicare and Medicaid,8702465566,30,30,30,40,34.1265564,-93.0817
045182,"COURTYARD REHABILITATION AND HEALTH CENTER, LLC",2415 W HILLSBORO,EL DORADO,AR,71730,Medicare and Medicaid,8708635034,40,20,40,50,33.2077,-92.6928
045363,COVINGTON COURT HEALTH AND REHABILITATION CENTER,4500 OLD GREENWOOD RD,FORT SMITH,AR,72903,Medicare and Medicaid,4796465700,30,30,20,20,35.33963,-94.3931961
04A158,CRAIGHEAD NURSING CENTER,5101 HARRISBURG RD,JONESBORO,AR,72404,Medicaid,8709334535,50,40,30,50,35.77938,-90.68662
045326,CRAWFORD HEALTHCARE & REHABILITATION CENTER,2010 MAIN STREET,VAN BUREN,AR,72956,Medicare and Medicaid,4794746885,50,40,30,50,35.4365158,-94.33794
045451,CREEKSIDE HEALTH AND REHAB,620 NORTH PANTHER AVENUE,YELLVILLE,AR,72687,Medicare and Medicaid,8704494201,20,20,30,20,36.2375374,-92.69078
045177,"CRESTPARK DEWITT, LLC",1325 LIBERTY DRIVE,DE WITT,AR,72042,Medicare and Medicaid,8709463569,30,30,40,10,34.2740669,-91.34974
045219,"CRESTPARK FORREST CITY, LLC",500 KITTEL RD,FORREST CITY,AR,72335,Medicare and Medicaid,8706334260,50,30,40,50,35.00815,-90.78983
045221,"CRESTPARK HELENA, LLC",116 NOVEMBER DRIVE,HELENA,AR,72342,Medicare and Medicaid,8703389886,30,20,40,40,34.5410728,-90.62265
045449,"CRESTPARK MARIANNA, L L C",700 WEST CHESTNUT,MARIANNA,AR,72360,Medicare and Medicaid,8702953466,40,30,40,30,34.77371,-90.7576141
045303,"CRESTPARK STUTTGART, LLC",707 WEST 20TH STREET,STUTTGART,AR,72160,Medicare and Medicaid,8706731657,40,30,50,30,34.48276,-91.5600357
045166,"CRESTPARK WYNNE, LLC",400 ARKANSAS STREET,WYNNE,AR,72396,Medicare and Medicaid,8702387941,20,10,30,50,35.2193146,-90.78945
045190,CROSSETT REHABILITATION AND HEALTH CENTER,1101 WATERWELL RD,CROSSETT,AR,71635,Medicare and Medicaid,8703645721,20,20,30,30,33.1127663,-91.94928
045144,CROWNPOINT HEALTH & REHAB CENTER,1203 SOUTH BEND DRIVE,HORSESHOE BEND,AR,72512,Medicare and Medicaid,8706705134,20,10,40,30,36.2250366,-91.7632
045290,"DARDANELLE NURSING AND REHABILITATION CENTER,INC",2199 STATE HWY 7 NORTH,DARDANELLE,AR,72834,Medicare and Medicaid,4792294884,50,50,40,40,35.2071953,-93.15694
045311,DAVIS EAST,6811 SOUTH HAZEL STREET,PINE BLUFF,AR,71603,Medicare and Medicaid,8705351155,30,20,30,50,34.1554832,-92.0233154
045379,DAVIS LIFE CARE CENTER,6810 SOUTH HAZEL,PINE BLUFF,AR,71603,Medicare and Medicaid,8705410342,20,10,40,30,34.1551323,-92.02782
045287,"DE QUEEN THERAPY & LIVING CENTER, INC",322 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,Medicare and Medicaid,8706423562,30,40,40,10,34.0455627,-94.34019
045448,"DEERVIEW, LLC",502 WEST PENNINGTON,OLA,AR,72853,Medicare and Medicaid,4794895237,20,10,40,30,35.03245,-93.22681
045172,DERMOTT CITY NURSING HOME,702 WEST GAINES ST,DERMOTT,AR,71638,Medicare and Medicaid,8705383241,20,20,20,40,33.5191727,-91.44605
045236,DES ARC NURSING AND REHABILITATION CENTER,2216 WEST MAIN STREET,DES ARC,AR,72040,Medicare and Medicaid,8702564194,40,40,40,30,34.977375,-91.52054
045365,DEWITT NURSING HOME,1605 SOUTH MADISON ST,DE WITT,AR,72042,Medicare and Medicaid,8709463571,20,10,40,20,34.2890968,-91.33893
045346,DIERKS HEALTH AND REHAB CENTER,402 S ARKANSAS AVENUE,DIERKS,AR,71833,Medicare and Medicaid,8702863100,10,20,20,10,34.1145,-94.02058
045352,EAGLECREST NURSING AND REHAB,916 HIGHWAY 62/412,ASH FLAT,AR,72513,Medicare and Medicaid,8709943040,50,40,30,50,36.2239571,-91.6084747
045393,ENCORE HEALTHCARE AND REHABILITATION,1820 WEST MOLINE STREET,MALVERN,AR,72104,Medicare and Medicaid,5013379581,40,40,30,40,34.3428078,-92.81239
045220,FAYETTEVILLE HEALTH AND REHABILITATION CENTER,3100 OLD MISSOURI RD,FAYETTEVILLE,AR,72703,Medicare and Medicaid,4795214353,10,10,30,40,36.10828,-94.13266
045354,FIANNA HILLS NURSING AND REHABILITATION CENTER,8411 SOUTH 28TH STREET,FORT SMITH,AR,72908,Medicare and Medicaid,4796489600,30,30,20,20,35.30255,-94.40388
045269,GARDNER NURSING CENTER,702 NO DREW ST,STAR CITY,AR,71667,Medicare and Medicaid,8706284144,40,40,40,40,33.9499779,-91.84519
045235,GARLAND NURSING  AND REHABILITATION CENTER,610 CARPENTER DAM RD,HOT SPRINGS,AR,71901,Medicare and Medicaid,5012622571,30,20,40,30,34.4635773,-93.02455
045218,GASSVILLE THERAPY & LIVING,203 COTTER ROAD,GASSVILLE,AR,72635,Medicare and Medicaid,8704352588,40,40,40,20,36.2827377,-92.49797
045178,GENERAL BAPTIST NURSING HOME OF PIGGOTT,450 SO NINTH ST,PIGGOTT,AR,72454,Medicare and Medicaid,8705982291,40,40,30,30,36.3820648,-90.19876
045403,"GLENWOOD HEALTH AND REHABILITATION, LLC",615 MOUNTAIN VIEW ROAD,GLENWOOD,AR,71943,Medicare and Medicaid,8703563953,40,20,40,50,34.33256,-93.5409241
045191,GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,121 CORTEZ RD,HOT SPRINGS VILLAGE,AR,71909,Medicare and Medicaid,5019222000,40,20,40,50,34.688282,-92.99686
045250,GOOD SAMARITAN SOCIETY - MOUNTAIN HOME,300 GOOD SAMARITAN DRIVE,MOUNTAIN HOME,AR,72653,Medicare and Medicaid,8704252494,40,40,40,20,36.3154221,-92.35333
045439,GOSNELL THERAPY AND LIVING,700 MOODY STREET,GOSNELL,AR,72315,Medicare and Medicaid,8705325550,50,50,30,50,35.9675179,-89.9758759
045275,"GRACE POINT, LLC",1700 EAST SHORT HILLSBORO,EL DORADO,AR,71730,Medicare and Medicaid,8708625124,50,40,40,50,33.2070465,-92.64226
045381,GREENBRIER NURSING AND REHABILITATION CENTER,#16 WILSON FARM ROAD,GREENBRIER,AR,72058,Medicare and Medicaid,5016790860,40,30,30,50,35.2222824,-92.38478
045424,GREENE ACRES NURSING HOME,2402 COUNTRY CLUB ROAD,PARAGOULD,AR,72450,Medicare and Medicaid,8702368771,20,20,30,40,36.0708275,-90.51912
045447,GREENHURST NURSING CENTER,226 SKYLER DRIVE,CHARLESTON,AR,72933,Medicare and Medicaid,4799657373,30,20,30,50,35.2966881,-94.01345
045453,"GREYSTONE NURSING AND REHAB, LLC",121 SPRING VALLEY ROAD,CABOT,AR,72023,Medicare and Medicaid,5016051545,50,50,30,30,35.01838,-92.07312
04E244,HAPPY VALLEY NURSING AND REHABILITATION,955 DIVISION STREET,MALVERN,AR,72104,Medicaid,5013326934,20,10,30,50,34.36588,-92.80095
045197,HARRISON REHABILITATION AND HEALTH CENTER,115 ORENDORFF AVENUE,HARRISON,AR,72601,Medicare and Medicaid,8707413438,50,50,30,20,36.2484322,-93.12059
045199,HEARTLAND REHABILITATION AND CARE CENTER,19701 INTERSTATE 30,BENTON,AR,72015,Medicare and Medicaid,5017788200,40,30,30,50,34.5979767,-92.55091
045337,HEATHER MANOR NURSING AND REHABILITATION CENTER,400 WEST 23RD STREET,HOPE,AR,71801,Medicare and Medicaid,8707773448,10,10,20,20,33.64709,-93.5924454
045308,HERITAGE LIVING CENTER,1175 MORNINGSIDE DRIVE,CONWAY,AR,72034,Medicare and Medicaid,5013277642,30,30,30,40,35.09527,-92.4665146
045098,"HERITAGE OF HOT SPRINGS HEALTH AND REHABILITATION,",552 GOLF LINKS ROAD,HOT SPRINGS,AR,71901,Medicare and Medicaid,5016247149,10,10,40,10,34.4724579,-93.046936
045366,"HERITAGE SQUARE NURSING AND REHABILITATION CENTER,",710 NO RUDDLE,BLYTHEVILLE,AR,72316,Medicare and Medicaid,8707633654,50,50,30,50,35.9336052,-89.89135
045455,"HICKORY HEIGHTS HEALTH AND REHAB, LLC",#3 CHENAL HEIGHTS DRIVE,LITTLE ROCK,AR,72223,Medicare and Medicaid,5018302273,30,20,20,50,34.7729378,-92.46813
045353,"HIGHLAND COURT, A REHABILITATION AND RESIDENT CARE",942 NORTH HIGHWAY 65,MARSHALL,AR,72650,Medicare and Medicaid,8704483577,40,40,30,30,35.90593,-92.63568
045402,HIGHLAND HEALTHCARE & REHABILITATION CENTER,670 ROGERS ROAD,BELLA VISTA,AR,72715,Medicare and Medicaid,4798761847,50,40,30,50,36.4528542,-94.29709
045345,HIGHLANDS OF FORT SMITH THERAPY AND LIVING CENTER,5301 WHEELER AVENUE,FORT SMITH,AR,72901,Medicare and Medicaid,4796463454,20,20,20,20,35.3342438,-94.42617
045359,HIGHLANDS OF LITTLE ROCK AT CUMBERLAND THERAPY AND,1516 SOUTH CUMBERLAND ST,LITTLE ROCK,AR,72202,Medicare and Medicaid,5013747565,10,10,30,30,34.73362,-92.2713
045450,HIGHLANDS OF LITTLE ROCK AT MIDTOWN THERAPY AND LI,5720 WEST MARKHAM STREET,LITTLE ROCK,AR,72205,Medicare and Medicaid,5016646200,10,10,30,20,34.7525253,-92.33801
045259,HIGHLANDS OF LITTLE ROCK AT WOODLAND HILLS THERAPY,8701 RILEY DRIVE,LITTLE ROCK,AR,72205,Medicare and Medicaid,5012242700,20,10,40,20,34.7437363,-92.36528
045146,HIGHLANDS OF MOUNTAIN VIEW THERAPY AND LIVING CENT,706 OAK GROVE ST,MOUNTAIN VIEW,AR,72560,Medicare and Medicaid,8702695835,30,30,30,30,35.8697662,-92.10781
045385,HIGHLANDS OF NORTH LITTLE ROCK THERAPY AND LIVING,2501 JOHN ASHLEY DRIVE,NORTH LITTLE ROCK,AR,72114,Medicare and Medicaid,5017583800,10,10,20,40,34.77952,-92.29064
045212,HIGHLANDS OF NORTHWEST ARKANSAS THERAPY AND LIVING,1513 SOUTH DIXIELAND RD,ROGERS,AR,72756,Medicare and Medicaid,4796365841,10,10,30,20,36.3487358,-94.14325
045232,HIGHLANDS OF STAMPS THERAPY AND LIVING CENTER,826 NORTH STREET,STAMPS,AR,71860,Medicare and Medicaid,8705334444,30,20,30,50,33.36911,-93.48913
045306,HILLCREST CARE AND REHAB,1421 WEST SECOND ST NORTH,PRESCOTT,AR,71857,Medicare and Medicaid,8708873811,50,40,30,50,33.81016,-93.37801
045441,HILLCREST HOME,1111 MAPLEWOOD RD,HARRISON,AR,72601,Medicare and Medicaid,8707415001,50,50,40,20,36.24117,-93.10345
045406,HIRAM SHADDOX GERIATRIC HEALTH AND REHAB,620 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,Medicare and Medicaid,8704256203,50,30,40,50,36.3429527,-92.39435
045214,HUDSON MEMORIAL NURSING HOME,700 N. COLLEGE AVENUE,EL DORADO,AR,71730,Medicare and Medicaid,8708638131,40,30,40,20,33.2184,-92.67407
045153,INDIAN ROCK VILLAGE HEALTH CENTER,265 DAVE CREEK PARKWAY,FAIRFIELD BAY,AR,72088,Medicare and Medicaid,5018843210,50,30,50,50,35.6105728,-92.26514
045302,"INNISFREE HEALTH AND REHAB, LLC",301 SOUTH 24TH STREET,ROGERS,AR,72758,Medicare and Medicaid,4796365545,40,40,40,40,36.3316536,-94.15185
045435,"JAMESTOWN NURSING AND REHAB, LLC",2001 HAMPTON PLACE,ROGERS,AR,72758,Medicare and Medicaid,4799869945,50,30,40,50,36.31276,-94.16665
045307,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,Medicare,8705417100,30,40,Not Available|2,10,34.1890564,-92.01818
045168,"JOHNSON COUNTY HEALTH AND REHAB, LLC",1451 EAST POPLAR STREET,CLARKSVILLE,AR,72830,Medicare and Medicaid,4797542052,30,20,40,40,35.4540253,-93.41167
045134,JONESBORO HEALTH AND REHAB,1705 LATOURETTE DRIVE,JONESBORO,AR,72404,Medicare and Medicaid,8709357550,20,20,20,30,35.8119,-90.7175
045434,KATHERINE'S PLACE AT WEDINGTON,4405 WEST PERSIMMON STREET,FAYETTEVILLE,AR,72704,Medicare and Medicaid,4794446108,40,40,30,40,36.0713158,-94.2234955
045445,LAKE HAMILTON HEALTH AND REHAB,120 PITTMAN ROAD,HOT SPRINGS,AR,71913,Medicare and Medicaid,5017677530,40,40,30,40,34.4534,-93.1669
045184,LAKE VILLAGE REHABILITATION AND CARE CENTER,903 BORGOGNONI DRIVE,LAKE VILLAGE,AR,71653,Medicare and Medicaid,8702655337,20,10,30,50,33.3152771,-91.28914
045315,LAKESIDE NURSING CENTER,1207 WILLOW RUN ROAD,LAKE CITY,AR,72437,Medicare and Medicaid,8702378151,40,20,40,50,35.816185,-90.43427
045202,"LAKEWOOD HEALTH AND REHAB, LLC",2323 MCCAIN BOULEVARD,NORTH LITTLE ROCK,AR,72116,Medicare and Medicaid,5017912323,20,10,30,50,34.79839,-92.24036
045404,"LAKEWOOD HEALTHCARE, INC",260 LAKEPARK DRIVE,HOT SPRINGS,AR,71901,Medicare and Medicaid,5012621920,10,10,40,10,34.45369,-93.02667
045382,LAUREL PLACE HEALTH & REHAB CENTER,1901 SOUTH LAUREL STREET,HOPE,AR,71801,Medicare and Medicaid,8707778855,20,10,40,20,33.6500244,-93.58586
045452,LAWRENCE HALL NURSING CENTER,1051 WEST FREE STREET,WALNUT RIDGE,AR,72476,Medicare and Medicaid,8708861295,10,10,10,10,36.0719566,-90.9665756
045267,LEGACY HEALTH AND REHABILITATION CENTER,3310 NORTH 50TH STREET,FORT SMITH,AR,72904,Medicare and Medicaid,4797833101,40,40,30,30,35.41133,-94.3752
045410,"LEGACY HEIGHTS NURSING AND REHAB, LLC",900 WEST 12TH ST,RUSSELLVILLE,AR,72801,Medicare and Medicaid,4799685858,20,20,30,20,35.26865,-93.14364
045321,"LEXINGTON PLACE HEALTHCARE AND REHABILITATION, LLC",2911 BROWNS LANE,JONESBORO,AR,72401,Medicare and Medicaid,8709358330,50,30,40,50,35.81129,-90.68792
045165,LINCOLN HEIGHTS HEALTHCARE,505 EAST VICTORY,STAR CITY,AR,71667,Medicare and Medicaid,8706192139,30,30,30,30,33.9378433,-91.8373642
045334,"LINDLEY HEALTH  AND REHAB CENTER,  LLC",326 LINDLEY LANE,NEWPORT,AR,72112,Medicare and Medicaid,8705236539,30,20,40,40,35.60289,-91.25336
045194,LINROCK HEALTH AND REHAB CENTER,1100 EAST 36TH STREET,TEXARKANA,AR,71854,Medicare and Medicaid,8707737515,10,20,30,10,33.4573555,-94.03138
045244,LITTLE RIVER NURSING & REHAB,162 HWY 32-2A,ASHDOWN,AR,71822,Medicare and Medicaid,8708985101,50,40,20,50,33.6733627,-94.09764
045348,LONGMEADOW NURSING CENTER - CAMDEN,365 ALPHA STREET,CAMDEN,AR,71701,Medicare and Medicaid,8708369337,10,10,40,10,33.58426,-92.88507
045289,"LONOKE HEALTH AND REHAB CENTER, LLC",1501 LINCOLN STREET,LONOKE,AR,72086,Medicare and Medicaid,5016762600,20,10,40,30,34.77168,-91.909996
045446,"MADISON HEALTH & REHAB, LLC",2821 W DIXON RD,LITTLE ROCK,AR,72206,Medicare and Medicaid,5018884200,40,40,30,20,34.65786,-92.28103
045135,MAGNOLIA HEALTH & REHAB,2642 NORTH DUDNEY ROAD,MAGNOLIA,AR,71753,Medicare and Medicaid,8702347000,10,10,40,10,33.2891922,-93.21546
045297,MANILA NURSING CENTER,814 NORTH DAVIS STREET,MANILA,AR,72442,Medicare and Medicaid,8705613342,50,40,50,20,35.88887,-90.1574
045139,MCGEHEE HEALTH AND REHABILITATION CENTER,700 MARK DRIVE,MCGEHEE,AR,71654,Medicare and Medicaid,8702225450,30,20,40,30,33.6307755,-91.40655
045341,MEADOWVIEW HEALTHCARE AND REHAB,825 NORTH GASKILL,HUNTSVILLE,AR,72740,Medicare and Medicaid,4797382021,10,10,30,20,36.0930824,-93.74261
045229,MENA MANOR,100 9TH STREET,MENA,AR,71953,Medicare and Medicaid,4793942617,30,40,30,10,34.5867462,-94.2437057
045413,METHODIST HEALTH AND REHAB,1915 SOUTH 74TH ST,FORT SMITH,AR,72903,Medicare and Medicaid,4794521611,50,50,40,20,35.3635025,-94.3461151
045180,MINE CREEK HEALTH AND REHAB,1407 NORTH MAIN STREET,NASHVILLE,AR,71852,Medicare and Medicaid,8708452021,10,10,40,10,33.95936,-93.84727
045454,"MITCHELL'S NURSING HOME, INC",501 W 10TH,DANVILLE,AR,72833,Medicare and Medicaid,4794952914,50,40,30,50,35.0523,-93.39887
045312,MONETTE MANOR LLC,669 HWY 139 NORTH,MONETTE,AR,72447,Medicare and Medicaid,8704865419,50,50,30,50,35.89063,-90.34427
045266,MONTGOMERY COUNTY NURSING HOME,741 SOUTH DRIVE,MOUNT IDA,AR,71957,Medicare and Medicaid,8708672156,20,20,30,40,34.54509,-93.63467
045192,MOUNT VISTA REHABILITATION AND HEALTH CENTER,202 TIMS AVENUE,HARRISON,AR,72601,Medicare and Medicaid,8707417667,10,10,30,20,36.2472572,-93.1213
045369,MOUNTAIN MEADOWS HEALTH AND REHABILITATION,1680 BATESVILLE BOULEVARD,BATESVILLE,AR,72501,Medicare and Medicaid,8702511112,50,50,40,40,35.7112541,-91.63161
045415,"MURFREESBORO REHAB AND NURSING, INC",110 W 13TH STREET,MURFREESBORO,AR,71958,Medicare and Medicaid,8702852186,30,30,30,20,34.0702362,-93.69046
045342,"NASHVILLE NURSING AND REHAB, INC",810 NORTH 8TH ST,NASHVILLE,AR,71852,Medicare and Medicaid,8708454600,50,30,40,50,33.9525528,-93.85467
04E090,NEWTON COUNTY NURSING HOME,610 EAST COURT STREET,JASPER,AR,72641,Medicaid,8704462333,40,30,40,40,36.0086365,-93.18617
045398,NORTH HILLS LIFE CARE AND REHAB,27 E APPLEBY ROAD,FAYETTEVILLE,AR,72703,Medicare and Medicaid,4794449000,50,50,30,40,36.1073723,-94.15494
045343,NURSING AND REHABILITATION CENTER AT GOOD SHEPHERD,3001 ALDERSGATE ROAD,LITTLE ROCK,AR,72205,Medicare and Medicaid,5012179774,30,20,30,50,34.72565,-92.38971
045301,OAK MANOR NURSING AND REHABILITATION CENTER INC,150 MORTON AVENUE,BOONEVILLE,AR,72927,Medicare and Medicaid,4796753763,50,50,30,30,35.1400948,-93.92159
045271,OAK RIDGE NURSING HOME,501 HUDSON ST,EL DORADO,AR,71730,Medicare and Medicaid,8708625511,40,40,30,20,33.20848,-92.64132
045418,OAKDALE NURSING FACILITY,101 CYNTHIA,JUDSONIA,AR,72081,Medicare and Medicaid,5012682288,50,40,30,50,35.2700844,-91.6398544
045440,OSCEOLA THERAPY AND LIVING,287 SOUTH COUNTRY CLUB ROAD,OSCEOLA,AR,72370,Medicare and Medicaid,8705633201,40,30,40,30,35.70253,-90.01647
045207,OUACHITA NURSING AND REHABILITATION CENTER,1411 COUNTRY CLUB ROAD,CAMDEN,AR,71701,Medicare and Medicaid,8708364111,30,20,30,50,33.5755119,-92.85593
045414,OZARK HEALTH NURSING AND REHAB  CENTER,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,Medicare and Medicaid,5017457000,40,40,40,20,35.5592,-92.45221
045386,OZARK NURSING HOME INC,600 NORTH 12TH ST,OZARK,AR,72949,Medicare and Medicaid,4796674791,10,10,30,10,35.4930229,-93.83667
045300,PARIS HEALTH AND REHABILITATION CENTER,1414 S ELM ST,PARIS,AR,72855,Medicare and Medicaid,4799636151,20,20,30,30,35.28098,-93.73091
045246,PERRY COUNTY NURSING AND REHABILITATION CENTER,1321 SCENIC DRIVE,PERRYVILLE,AR,72126,Medicare and Medicaid,5018892400,50,50,40,30,35.0077629,-92.81187
045189,PINE HILLS HEALTH AND REHABILITATION CENTER,900 MAGNOLIA RD,CAMDEN,AR,71701,Medicare and Medicaid,8708366833,10,10,30,30,33.5724945,-92.84355
045163,PINE LANE THERAPY AND LIVING,1100 PINE TREE LANE,MOUNTAIN HOME,AR,72653,Medicare and Medicaid,8704256316,40,40,30,40,36.3353958,-92.38135
045456,PINK BUD HOME FOR THE GOLDEN YEARS,400 SO COKER,GREENWOOD,AR,72936,Medicare and Medicaid,4799964125,40,30,30,50,35.20655,-94.25867
045322,PIONEER THERAPY AND LIVING,1506 EAST MAIN STREET,MELBOURNE,AR,72556,Medicare and Medicaid,8703684377,50,40,40,50,36.0594254,-91.87742
045227,PLEASANT MANOR NURSING &  REHAB,950 HOMESTEAD,ASHDOWN,AR,71822,Medicare and Medicaid,8708985001,30,20,30,50,33.66551,-94.1166
045390,PLEASANT VALLEY NURSING & REHABILITATION,12111 HINSON RD,LITTLE ROCK,AR,72212,Medicare and Medicaid,5012258888,40,40,30,20,34.77128,-92.40845
045284,POCAHONTAS HEALTHCARE AND REHABILITATION CENTER,105 COUNTRY CLUB ROAD,POCAHONTAS,AR,72455,Medicare and Medicaid,8708922523,50,40,30,50,36.2888,-90.9949951
045409,"PRAIRIE GROVE HEALTH AND REHABILITATION, LLC",621 SOUTH MOCK STREET,PRAIRIE GROVE,AR,72753,Medicare and Medicaid,4798462169,40,40,40,40,35.96766,-94.31663
