Name,URL,ID,Site_ID,Natl_ID,Reg_ID,TV_Market,TV_Market_ID,Address,City,State,Zipcode,Country,Phone,Latitude,Longitude
McDonalds,http://mylocalmcds.com/26172,195500339825-en-us,241042,26172,44,ST. LOUIS  MO.,17600,3296 RIDER TRL S,EARTH CITY,MO,63045,USA,3147396016,38.761888,-90.454873
McDonalds,http://mylocalmcds.com/24690,195500333038-en-us,220383,24690,42,MINNEAPOLIS-ST. PAUL  MN.,15760,6645 LYNDALE AVE S,RICHFIELD,MN,55423,USA,6128662086,44.881997,-93.286824
McDonalds,http://mylocalmcds.com/2216,195500273204-en-us,240061,2216,44,ST. LOUIS  MO.,17600,12680 DORSETT RD,MARYLAND HEIGHTS,MO,63043-2130,USA,3148781188,38.714172,-90.456924
McDonalds,http://mylocalmcds.com/7733,195500274454-en-us,240238,7733,44,ST. LOUIS  MO.,17600,14026 MANCHESTER ROAD,MANCHESTER,MO,63011,USA,6362560027,38.594661,-90.492291
McDonalds,http://mylocalmcds.com/19387,195500253732-en-us,140171,19387,42,DAVENPORT  IA./ROCK ISL-MOLINE  IL.,12460,1720 11TH ST,DEWITT,IA,52742,USA,5636592730,41.826159,-90.556014
McDonalds,http://mylocalmcds.com/18101,195500271279-en-us,220304,18101,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1075 DIFFLEY RD,EAGAN,MN,55123,USA,6514051332,44.805071,-93.145336
McDonalds,http://mylocalmcds.com/5272,195500245959-en-us,120368,5272,42,DAVENPORT  IA./ROCK ISL-MOLINE  IL.,12460,727 42ND AVE,EAST MOLINE,IL,61244-4016,USA,3097558820,41.490613,-90.442483
McDonalds,http://mylocalmcds.com/13725,195500271071-en-us,220261,13725,42,MINNEAPOLIS-ST. PAUL  MN.,15760,5200 EXCELSIOR BLVD,ST. LOUIS PARK,MN,55416,USA,9529284821,44.931822,-93.347077
McDonalds,http://mylocalmcds.com/35266,195500699172-en-us,241196,35266,44,ST. LOUIS  MO.,17600,2701 RIDGE POINT DRIVE,HIGH RIDGE,MO,63049,USA,6363762370,38.463335,-90.524168
McDonalds,http://mylocalmcds.com/93,195500269603-en-us,220001,93,42,MINNEAPOLIS-ST. PAUL  MN.,15760,6320 W LAKE ST,ST. LOUIS PARK,MN,55416,USA,9529290770,44.942429,-93.359924
McDonalds,http://mylocalmcds.com/1530,195500273044-en-us,240044,1530,44,ST. LOUIS  MO.,17600,12499 NATURAL BRIDGE RD,BRIDGETON,MO,63044-2022,USA,3147391232,38.757378,-90.430077
McDonalds,http://mylocalmcds.com/12571,195500270944-en-us,220229,12571,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1351 TOWN CENTRE DR,EAGAN,MN,55123,USA,6516865592,44.829915,-93.165367
McDonalds,http://mylocalmcds.com/6595,195500274270-en-us,240209,6595,44,ST. LOUIS  MO.,17600,2109 SMIZER STATION RD,PEERLESS PARK,MO,63088,USA,6362255665,38.537458,-90.49435
McDonalds,http://mylocalmcds.com/7136,195500274393-en-us,240230,7136,44,ST. LOUIS  MO.,17600,25 WESTPORT PLAZA DRIVE,ST. LOUIS,MO,63146,USA,3142759999,38.700298,-90.443806
McDonalds,http://mylocalmcds.com/21835,195500271385-en-us,220335,21835,42,MINNEAPOLIS-ST. PAUL  MN.,15760,822 HWY 55,MEDINA,MN,55340,USA,7634782734,45.047102,-93.54308
McDonalds,http://mylocalmcds.com/26624,195500342351-en-us,30244,26624,39,LITTLE ROCK  AR.,15040,1202 N CHURCH STREET  (STO),ATKINS,AR,72823,USA,4796411177,35.254738,-92.936737
McDonalds,http://mylocalmcds.com/13414,195500248004-en-us,121177,13414,42,DAVENPORT  IA./ROCK ISL-MOLINE  IL.,12460,743 KNOX HWY 10,KNOXVILLE,IL,61448,USA,3092899351,40.919311,-90.296808
McDonalds,http://mylocalmcds.com/15887,195500276007-en-us,240543,15887,44,ST. LOUIS  MO.,17600,13600 BIG BEND,VALLEY PARK,MO,63088-1447,USA,6368617080,38.56686,-90.476976
McDonalds,http://mylocalmcds.com/26067,195500433615-en-us,220399,26067,42,MINNEAPOLIS-ST. PAUL  MN.,15760,11325 STATE HIGHWAY 55,PLYMOUTH,MN,55441,USA,7635458099,44.988384,-93.423522
McDonalds,http://mylocalmcds.com/7525,195500270661-en-us,220176,7525,42,MINNEAPOLIS-ST. PAUL  MN.,15760,2705 ANNAPOLIS CIR,PLYMOUTH,MN,55441,USA,7635530941,45.00977,-93.452425
McDonalds,http://mylocalmcds.com/31264,195500488202-en-us,241133,31264,44,ST. LOUIS  MO.,17600,11521 OLIVE BLVD,CREVE COEUR,MO,63141,USA,3144322644,38.671734,-90.437091
McDonalds,http://mylocalmcds.com/1493,195500244587-en-us,120138,1493,43,SPRINGFIELD-DECATUR-CHAMPAIGN  IL.,18340,520 WEST MORTON,JACKSONVILLE,IL,62650-2875,USA,2172434221,39.72348,-90.237419
McDonalds,http://mylocalmcds.com/23002,195500330174-en-us,240735,23002,44,ST. LOUIS  MO.,17600,1867 BOWLES AVE,FENTON,MO,63026,USA,6363050570,38.540523,-90.470717
McDonalds,http://mylocalmcds.com/23391,195500387208-en-us,240763,23391,44,ST. LOUIS  MO.,17600,100 OLD SUGAR CREEK ROAD,FENTON,MO,63026,USA,6363434605,38.489708,-90.486494
McDonalds,http://mylocalmcds.com/5881,195500246666-en-us,120522,5881,44,ST. LOUIS  MO.,17600,911 S STATE ST,JERSEYVILLE,IL,62052,USA,6184989526,39.110448,-90.319127
McDonalds,http://mylocalmcds.com/36622,195500789071-en-us,220588,36622,42,MINNEAPOLIS-ST. PAUL  MN.,15760,4300 GLUMACK DR,ST PAUL,MN,55111,USA,6127271111,44.884862,-93.21009
McDonalds,http://mylocalmcds.com/702,195500269719-en-us,220015,702,42,MINNEAPOLIS-ST. PAUL  MN.,15760,720 N WINNETKA AVE,GOLDEN VALLEY,MN,55427-4530,USA,7635451079,44.987469,-93.379654
McDonalds,http://mylocalmcds.com/1209,195500272986-en-us,240040,1209,44,ST. LOUIS  MO.,17600,12120 MANCHE STER ROAD,DES PERES,MO,63131-4309,USA,3149662917,38.602058,-90.438545
McDonalds,http://mylocalmcds.com/22810,195500275543-en-us,240409,22810,44,ST. LOUIS  MO.,17600,10229 STATE RTE 21,HILLSBORO,MO,63050,USA,6367975977,38.248089,-90.558028
McDonalds,http://mylocalmcds.com/1761,195500269788-en-us,220037,1761,42,MINNEAPOLIS-ST. PAUL  MN.,15760,2929 HENNEPIN AVE S,MINNEAPOLIS,MN,55408-1955,USA,6128274135,44.949131,-93.298035
McDonalds,http://mylocalmcds.com/29004,195500270913-en-us,220221,29004,42,MINNEAPOLIS-ST. PAUL  MN.,15760,3045 HOLIDAY LN,EAGAN,MN,55121,USA,6516865210,44.846863,-93.124132
McDonalds,http://mylocalmcds.com/3324,195500270036-en-us,220074,3324,42,MINNEAPOLIS-ST. PAUL  MN.,15760,9315 MEDICINE LAKE RD,GOLDEN VALLEY,MN,55427-3112,USA,7635442077,45.007046,-93.39859
McDonalds,http://mylocalmcds.com/20318,195500276434-en-us,240684,20318,44,ST. LOUIS  MO.,17600,6270 HOWDERSHELL RD,HAZELWOOD,MO,63042,USA,3147315596,38.783662,-90.378734
McDonalds,http://mylocalmcds.com/22735,195500276519-en-us,240730,22735,44,ST. LOUIS  MO.,17600,10805 SAINT CHARLES ROCK RD,ST. ANN,MO,63074,USA,3147394000,38.73349,-90.390918
McDonalds,http://mylocalmcds.com/6164,195500323572-en-us,480152,6164,42,LA CROSSE-EAU CLAIRE  WI.,14560,602 S MARQUETTE RD,PRAIRIE DU CHIEN,WI,53821-2124,USA,6083264415,43.045081,-91.140425
McDonalds,http://mylocalmcds.com/12619,195500218373-en-us,30126,12619,39,LITTLE ROCK  AR.,15040,395 HIGHWAY 65 N,CLINTON,AR,72031,USA,5017456600,35.595446,-92.457402
McDonalds,http://mylocalmcds.com/24652,195500332864-en-us,241004,24652,44,ST. LOUIS  MO.,17600,501 OLD SMIZER MILL RD,FENTON,MO,63026,USA,6363433713,38.51571,-90.450104
McDonalds,http://mylocalmcds.com/2473,195500269887-en-us,220055,2473,42,MINNEAPOLIS-ST. PAUL  MN.,15760,210 E LAKE ST,MINNEAPOLIS,MN,55408-2450,USA,6128259700,44.948551,-93.273651
McDonalds,http://mylocalmcds.com/2750,195500273228-en-us,240068,2750,44,ST. LOUIS  MO.,17600,10431 PAGE AVE,ST. LOUIS,MO,63132,USA,3144284425,38.691914,-90.389954
McDonalds,http://mylocalmcds.com/6412,195500274324-en-us,240213,6412,44,ST. LOUIS  MO.,17600,2020 ROCK RD,DE SOTO,MO,63020,USA,6363377845,38.141996,-90.576295
McDonalds,http://mylocalmcds.com/7563,195500270685-en-us,220179,7563,42,MINNEAPOLIS-ST. PAUL  MN.,15760,2400 NICOLLET AVE S,MINNEAPOLIS,MN,55404-3449,USA,6128722227,44.958971,-93.278318
McDonalds,http://mylocalmcds.com/1406,195500269764-en-us,220028,1406,42,MINNEAPOLIS-ST. PAUL  MN.,15760,4121 HIAWATHA AVE,MINNEAPOLIS,MN,55406-3357,USA,6127294417,44.928337,-93.223999
McDonalds,http://mylocalmcds.com/6594,195500274133-en-us,240196,6594,44,ST. LOUIS  MO.,17600,1090 SHACKLEFORD,FLORISSANT,MO,63031-4367,USA,3148319280,38.8125,-90.349027
McDonalds,http://mylocalmcds.com/429,195500272818-en-us,240012,429,44,ST. LOUIS  MO.,17600,7300 N LINDBERGH,HAZELWOOD,MO,63042-2033,USA,3149218448,38.783391,-90.354951
McDonalds,http://mylocalmcds.com/3219,195500270074-en-us,220080,3219,42,MINNEAPOLIS-ST. PAUL  MN.,15760,4910 HWY 29 S,ALEXANDRIA,MN,56308-2905,USA,3207635070,45.846783,-95.389473
McDonalds,http://mylocalmcds.com/14696,195500275772-en-us,240484,14696,44,SPRINGFIELD  MO.,18320,200 E WALNUT,THAYER,MO,65791,USA,4172642712,36.523208,-91.534486
McDonalds,http://mylocalmcds.com/6118,195500270456-en-us,220142,6118,42,MINNEAPOLIS-ST. PAUL  MN.,15760,2322 WEST 7TH STREET,ST. PAUL,MN,55116,USA,6516900464,44.903873,-93.164169
McDonalds,http://mylocalmcds.com/3337,195500273372-en-us,240080,3337,44,ST. LOUIS  MO.,17600,350 S KIRKWOOD RD,KIRKWOOD,MO,63122-6143,USA,3149663335,38.577091,-90.406013
McDonalds,http://mylocalmcds.com/6109,195500273877-en-us,240150,6109,44,ST. LOUIS  MO.,17600,9406 OLIVE STREET RD,OLIVETTE,MO,63132,USA,3149910037,38.673648,-90.376421
McDonalds,http://mylocalmcds.com/4918,195500270050-en-us,220076,4918,42,MINNEAPOLIS-ST. PAUL  MN.,15760,2020 DODD RD,MENDOTA HEIGHTS,MN,55120,USA,6514547094,44.882973,-93.124191
McDonalds,http://mylocalmcds.com/5976,195500270517-en-us,220149,5976,42,MINNEAPOLIS-ST. PAUL  MN.,15760,6255 SYCAMORE LANE NORTH,MAPLE GROVE,MN,55369-6322,USA,7635591560,45.067196,-93.443802
McDonalds,http://mylocalmcds.com/11329,195500270708-en-us,220184,11329,42,MINNEAPOLIS-ST. PAUL  MN.,15760,4201 WINNETKA AVE,NEW HOPE,MN,55428-4924,USA,7635335066,45.033201,-93.380941
McDonalds,http://mylocalmcds.com/18102,195500271309-en-us,220308,18102,42,MINNEAPOLIS-ST. PAUL  MN.,15760,3075 80TH ST E,INVER GROVE HTS,MN,55075,USA,6513061378,44.834521,-93.042676
McDonalds,http://mylocalmcds.com/32731,195500510408-en-us,241167,32731,44,ST. LOUIS  MO.,17600,15 FLORISSANT OAKS SHOPPING CENTER,FLORISSANT,MO,63031,USA,3148387490,38.800495,-90.334571
McDonalds,http://mylocalmcds.com/8193,195500270869-en-us,220211,8193,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1210 TIMBERLANE DRIVE,SAUK CENTRE,MN,56378,USA,3203525651,45.723084,-94.950467
McDonalds,http://mylocalmcds.com/2529,195500269870-en-us,220054,2529,42,MINNEAPOLIS-ST. PAUL  MN.,15760,3110 E LAKE ST,MINNEAPOLIS,MN,55406-2002,USA,6127299005,44.948818,-93.226677
McDonalds,http://mylocalmcds.com/4016,195500270135-en-us,220091,4016,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1340 S FRONTAGE RD,HASTINGS,MN,55033-2426,USA,6514377197,44.737717,-92.879013
McDonalds,http://mylocalmcds.com/15889,195500276014-en-us,240545,15889,44,ST. LOUIS  MO.,17600,8700 PERSHALL RD,HAZELWOOD,MO,63042,USA,3145221070,38.773857,-90.335791
McDonalds,http://mylocalmcds.com/11003,195500275123-en-us,240337,11003,44,ST. LOUIS  MO.,17600,8960 PAGE AVENUE OVERLAND PLZ,OVERLAND,MO,63114-6108,USA,3144263810,38.686238,-90.357734
McDonalds,http://mylocalmcds.com/32869,195500538860-en-us,241170,32869,44,ST. LOUIS  MO.,17600,8860 ST. CHARLES ROCK ROAD,SAINT LOUIS,MO,63114-4565,USA,3144231050,38.710151,-90.350102
McDonalds,http://mylocalmcds.com/33868,195500583860-en-us,30315,33868,39,LITTLE ROCK  AR.,15040,604 E MAIN ST,MOUNTAIN VIEW,AR,72560,USA,8702696602,35.864591,-92.10871
McDonalds,http://mylocalmcds.com/30609,195500349213-en-us,140282,30609,42,DAVENPORT  IA./ROCK ISL-MOLINE  IL.,12460,1403 EAGLE RIDGE RD.,LE CLAIRE,IA,52753,USA,5632894801,41.586978,-90.362931
McDonalds,http://mylocalmcds.com/71,195500272740-en-us,240004,71,44,ST. LOUIS  MO.,17600,9915 WATSON RD,CRESTWOOD,MO,63126,USA,3149650815,38.55704,-90.393754
McDonalds,http://mylocalmcds.com/16826,195500271248-en-us,220293,16826,42,MINNEAPOLIS-ST. PAUL  MN.,15760,916 W BROADWAY,MINNEAPOLIS,MN,55411,USA,6125218504,44.99978,-93.292348
McDonalds,http://mylocalmcds.com/7431,195500274591-en-us,240255,7431,44,ST. LOUIS  MO.,17600,9815 MANCHE STER RD,ROCK HILL,MO,63119,USA,3149614707,38.606869,-90.374567
McDonalds,http://mylocalmcds.com/31222,195500382999-en-us,140289,31222,42,CEDAR RAPIDS-WATERLOO  IA.,11640,2060 HOLLIDAY DRIVE,DUBUQUE,IA,52002,USA,5635826225,42.510133,-90.741918
McDonalds,http://mylocalmcds.com/15545,195500270906-en-us,220219,15545,42,MINNEAPOLIS-ST. PAUL  MN.,15760,4601 LAKE DR,ROBBINSDALE,MN,55422,USA,7635359100,45.031656,-93.338442
McDonalds,http://mylocalmcds.com/5659,195500280394-en-us,300038,5659,38,ALBUQUERQUE  N.M.,10240,200 S SANTA FE RD,TAOS,NM,87571,USA,5757589762,36.404656,-105.573863
McDonalds,http://mylocalmcds.com/670,195500272870-en-us,240023,670,44,ST. LOUIS  MO.,17600,8127 OLIVE STREET ROAD,UNIVERSITY CITY,MO,63130-2024,USA,3149941435,38.673931,-90.347048
McDonalds,http://mylocalmcds.com/531,195500269696-en-us,220013,531,42,MINNEAPOLIS-ST. PAUL  MN.,15760,5400 W BROADWAY,CRYSTAL,MN,55428-3506,USA,7635338150,45.051296,-93.360741
McDonalds,http://mylocalmcds.com/507,195500269689-en-us,220012,507,42,MINNEAPOLIS-ST. PAUL  MN.,15760,407 15TH AVE SE,MINNEAPOLIS,MN,55414-2009,USA,6123316590,44.980247,-93.234558
McDonalds,http://mylocalmcds.com/2123,195500269849-en-us,220050,2123,42,MINNEAPOLIS-ST. PAUL  MN.,15760,5760 CAHILL AVE,INVER GROVE HTS,MN,55076,USA,6514559385,44.865124,-93.041855
McDonalds,http://mylocalmcds.com/24090,195500331225-en-us,220378,24090,42,MINNEAPOLIS-ST. PAUL  MN.,15760,350 CENTRAL AVE E,ST. MICHAEL,MN,55376,USA,7634976088,45.210898,-93.65689
McDonalds,http://mylocalmcds.com/3524,195500270081-en-us,220081,3524,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1100 UNIVERSITY AVE NE,MINNEAPOLIS,MN,55413-1222,USA,6123794334,44.999115,-93.263824
McDonalds,http://mylocalmcds.com/12407,195500270951-en-us,220231,12407,42,MINNEAPOLIS-ST. PAUL  MN.,15760,13595 83RD WAY,MAPLE GROVE,MN,55369-4644,USA,7634944393,45.105493,-93.452528
McDonalds,http://mylocalmcds.com/24304,195500331812-en-us,220381,24304,42,MINNEAPOLIS-ST. PAUL  MN.,15760,9530 BLACK OAKS AVE,MAPLE GROVE,MN,55311,USA,7634205911,45.127623,-93.48906
McDonalds,http://mylocalmcds.com/1538,195500252896-en-us,140022,1538,42,CEDAR RAPIDS-WATERLOO  IA.,11640,1915 JOHN F KENNEDY RD,DUBUQUE,IA,52002-3813,USA,5635829608,42.504347,-90.721773
McDonalds,http://mylocalmcds.com/3525,195500270104-en-us,220085,3525,42,MINNEAPOLIS-ST. PAUL  MN.,15760,2213 UNIVERSITY AVENUE,ST. PAUL,MN,55114,USA,6516448333,44.961967,-93.191406
McDonalds,http://mylocalmcds.com/13702,195500275642-en-us,240424,13702,44,ST. LOUIS  MO.,17600,3165 N HWY 67,FLORISSANT,MO,63033,USA,3148370905,38.810829,-90.296881
McDonalds,http://mylocalmcds.com/6300,195500270555-en-us,220154,6300,42,MINNEAPOLIS-ST. PAUL  MN.,15760,2770 N SERVICE DR,RED WING,MN,55066-1985,USA,6513881413,44.566833,-92.575394
McDonalds,http://mylocalmcds.com/13299,195500271057-en-us,220255,13299,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1570 W UNIVERSITY AVE,ST. PAUL,MN,55104,USA,6516471777,44.955451,-93.165322
McDonalds,http://mylocalmcds.com/2665,195500269900-en-us,220057,2665,42,MINNEAPOLIS-ST. PAUL  MN.,15760,7355 POINT DOUGLAS RD,COTTAGE GROVE,MN,55016,USA,6514599415,44.829548,-92.958733
McDonalds,http://mylocalmcds.com/671,195500269702-en-us,220014,671,42,MINNEAPOLIS-ST. PAUL  MN.,15760,551 JEFFERSON ST,ST. PAUL,MN,55102,USA,6512918668,44.930988,-93.122826
McDonalds,http://mylocalmcds.com/36329,195500777900-en-us,241229,36329,44,ST. LOUIS  MO.,17600,13050 TESSON FERRY RD,ST. LOUIS,MO,63128,USA,0,38.494049,-90.381238
McDonalds,http://mylocalmcds.com/5287,195500270340-en-us,220122,5287,42,MINNEAPOLIS-ST. PAUL  MN.,15760,100 OAKWOOD DR,MONTICELLO,MN,55362,USA,7632955140,45.296971,-93.7996
McDonalds,http://mylocalmcds.com/291,195500269641-en-us,220007,291,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1273 S ROBERT ST,WEST ST. PAUL,MN,55118,USA,6514576683,44.907799,-93.081352
McDonalds,http://mylocalmcds.com/23523,195500329673-en-us,240765,23523,44,ST. LOUIS  MO.,17600,1595 S HANLEY,BRENTWOOD,MO,63144,USA,3147811913,38.626688,-90.335463
McDonalds,http://mylocalmcds.com/14822,195500275833-en-us,240492,14822,44,ST. LOUIS  MO.,17600,1790 S FLORISSANT RD,ST LOUIS,MO,63121,USA,3145211062,38.723333,-90.30448
McDonalds,http://mylocalmcds.com/7063,195500270623-en-us,220170,7063,42,MINNEAPOLIS-ST. PAUL  MN.,15760,4435 LYNDALE AVE N,MINNEAPOLIS,MN,55412-1436,USA,6125211200,45.03642,-93.288298
McDonalds,http://mylocalmcds.com/2715,195500269917-en-us,220058,2715,42,MINNEAPOLIS-ST. PAUL  MN.,15760,5525 XERXES AVE N,BROOKLYN CENTER,MN,55430-2856,USA,7635663970,45.055946,-93.322456
McDonalds,http://mylocalmcds.com/4036,195500270142-en-us,220095,4036,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1440 STINSON BLVD,MINNEAPOLIS,MN,55413-1723,USA,6123313100,45.002743,-93.228333
McDonalds,http://mylocalmcds.com/8198,195500253657-en-us,140155,8198,42,CEDAR RAPIDS-WATERLOO  IA.,11640,2250 FLINT HILL DR,DUBUQUE,IA,52003-7993,USA,5635838286,42.45903,-90.674188
McDonalds,http://mylocalmcds.com/2875,195500273242-en-us,240069,2875,44,ST. LOUIS  MO.,17600,4 S OLD ORCHARD RD,WEBSTER GROVES,MO,63119-3203,USA,3149627329,38.591175,-90.338371
McDonalds,http://mylocalmcds.com/25106,195500334653-en-us,220388,25106,42,ALEXANDRIA  MN.,10320,853 STHY 29 N,ALEXANDRIA,MN,56308,USA,3207597272,45.90016,-95.365698
McDonalds,http://mylocalmcds.com/36246,195500775593-en-us,423033,36246,38,LUBBOCK  TX.,15200,1025 W. AMERICAN BLVD.,MULESHOE,TX,79347,USA,8062723333,34.23203,-102.734146
McDonalds,http://mylocalmcds.com/17931,195500275109-en-us,240335,17931,44,ST. LOUIS  MO.,17600,2005 RICHARDSON RD,ARNOLD,MO,63010,USA,6362966487,38.418341,-90.390973
McDonalds,http://mylocalmcds.com/24799,195500333472-en-us,220385,24799,42,MINNEAPOLIS-ST. PAUL  MN.,15760,7685 WEST BROADWAY,BROOKLYN PARK,MN,55428,USA,7634254240,45.092916,-93.377325
McDonalds,http://mylocalmcds.com/12343,195500275345-en-us,240364,12343,44,ST. LOUIS  MO.,17600,10873 W FLORISSANT AVE,FERGUSON,MO,63136,USA,3145212272,38.767875,-90.280827
McDonalds,http://mylocalmcds.com/8067,195500327020-en-us,490029,8067,46,CASPER-RIVERTON  WY.,11520,40 SE WYOMING BLVD,CASPER,WY,82609-1937,USA,3072378320,42.852369,-106.271932
McDonalds,http://mylocalmcds.com/4717,195500273617-en-us,240113,4717,44,ST. LOUIS  MO.,17600,130 ARNOLD CROSS ROADS,ARNOLD,MO,63010,USA,6362968841,38.444969,-90.375929
McDonalds,http://mylocalmcds.com/10274,195500270715-en-us,220185,10274,42,MINNEAPOLIS-ST. PAUL  MN.,15760,9000 85TH AVE NORTH,BROOKLYN PARK,MN,55445-2153,USA,7634250990,45.109276,-93.396111
McDonalds,http://mylocalmcds.com/3561,195500273457-en-us,240087,3561,44,ST. LOUIS  MO.,17600,5904 S LINDBERGH BLVD,ST. LOUIS,MO,63123,USA,3144873548,38.521984,-90.346413
McDonalds,http://mylocalmcds.com/36250,195500775678-en-us,241228,36250,44,ST. LOUIS  MO.,17600,7171 NATURAL BRIDGE RD,ST. LOUIS,MO,63121,USA,3143813295,38.700575,-90.290743
McDonalds,http://mylocalmcds.com/7056,195500270630-en-us,220171,7056,42,MINNEAPOLIS-ST. PAUL  MN.,15760,21300 ROGERS DR,ROGERS,MN,55374-9540,USA,7634282846,45.19577,-93.549782
McDonalds,http://mylocalmcds.com/811,195500272917-en-us,240026,811,44,ST. LOUIS  MO.,17600,9131 W FLORISSANT,FERGUSON,MO,63136,USA,3145244366,38.73552,-90.278493
McDonalds,http://mylocalmcds.com/30566,195500349039-en-us,220464,30566,42,MINNEAPOLIS-ST. PAUL  MN.,15760,304 BLATTNER DRIVE,AVON,MN,56310,USA,3203567729,45.605998,-94.451999
McDonalds,http://mylocalmcds.com/7494,195500270692-en-us,220180,7494,42,MINNEAPOLIS-ST. PAUL  MN.,15760,471 MARION STREET,ST. PAUL,MN,55103,USA,6512247535,44.955513,-93.109846
McDonalds,http://mylocalmcds.com/11186,195500275161-en-us,240348,11186,44,ST. LOUIS  MO.,17600,7259 WATSON RD,SHREWSBURY,MO,63119,USA,3148321869,38.58311,-90.31905
McDonalds,http://mylocalmcds.com/15636,195500318257-en-us,421474,15636,38,DALLAS-FORT WORTH  TX.,12440,2241 N CENTER ST,BONHAM,TX,75418,USA,9036401800,33.603352,-96.175574
McDonalds,http://mylocalmcds.com/19157,195500276342-en-us,240635,19157,44,ST. LOUIS  MO.,17600,3996 JEFFCO BLVD,ARNOLD,MO,63010,USA,6364644312,38.405725,-90.376858
McDonalds,http://mylocalmcds.com/2316,195500252919-en-us,140030,2316,42,CEDAR RAPIDS-WATERLOO  IA.,11640,620 IOWA ST,DUBUQUE,IA,52001-4836,USA,5635567437,42.499857,-90.664777
McDonalds,http://mylocalmcds.com/33972,195500589091-en-us,300228,33972,38,AMARILLO  TX.,10360,3801 N. PRINCE ST,CLOVIS,NM,88101,USA,5759359356,34.436363,-103.195792
McDonalds,http://mylocalmcds.com/10892,195500270739-en-us,220187,10892,42,MINNEAPOLIS-ST. PAUL  MN.,15760,4311 CLEARWATER RD,ST. CLOUD,MN,56301,USA,3206549764,45.494502,-94.148656
McDonalds,http://mylocalmcds.com/27040,195500343808-en-us,241060,27040,44,ST. LOUIS  MO.,17600,4407 LEMAY FERRY RD,ST. LOUIS,MO,63129,USA,3148920550,38.500947,-90.333435
McDonalds,http://mylocalmcds.com/63,195500269627-en-us,220003,63,42,MINNEAPOLIS-ST. PAUL  MN.,15760,2075 SNELLING AVE N,ROSEVILLE,MN,55113,USA,6516311630,45.003555,-93.167374
McDonalds,http://mylocalmcds.com/10570,195500275031-en-us,240325,10570,44,ST. LOUIS  MO.,17600,1701 HIGHWAY Z,PEVELY,MO,63070-1314,USA,6364753477,38.287601,-90.404482
McDonalds,http://mylocalmcds.com/202,195500269610-en-us,220002,202,42,MINNEAPOLIS-ST. PAUL  MN.,15760,4605 CENTRAL AVE NE,MINNEAPOLIS,MN,55421-2435,USA,7635717416,45.052124,-93.246895
McDonalds,http://mylocalmcds.com/3430,195500273440-en-us,240085,3430,44,ST. LOUIS  MO.,17600,1420 HAMPTON AVENUE,ST. LOUIS,MO,63139,USA,3147818032,38.624458,-90.287483
McDonalds,http://mylocalmcds.com/35317,195500700045-en-us,220544,35317,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1180 E. ELM STREET,ST JOSEPH,MN,56374,USA,3203634223,45.567996,-94.301187
McDonalds,http://mylocalmcds.com/11869,195500275420-en-us,240375,11869,44,ST. LOUIS  MO.,17600,4200 HAMPTON AVE,ST. LOUIS,MO,63139,USA,3143521869,38.592967,-90.293806
McDonalds,http://mylocalmcds.com/12886,195500248561-en-us,121348,12886,43,PEORIA  IL.,16760,270 E DEARBORN,HAVANA,IL,62644,USA,3095432422,40.294528,-90.05683
McDonalds,http://mylocalmcds.com/32332,195500507088-en-us,220504,32332,42,MINNEAPOLIS-ST. PAUL  MN.,15760,286 57TH AVENUE NE,FRIDLEY,MN,55432,USA,7635715260,45.071268,-93.265443
McDonalds,http://mylocalmcds.com/2050,195500273150-en-us,240056,2050,44,ST. LOUIS  MO.,17600,6883 PARKER RD,FLORISSANT,MO,63033-5312,USA,3143551268,38.796379,-90.231888
McDonalds,http://mylocalmcds.com/21353,195500249360-en-us,121752,21353,44,ST. LOUIS  MO.,17600,5511 GODFREY RD,GODFREY,IL,62035,USA,6184665810,38.946904,-90.190229
McDonalds,http://mylocalmcds.com/5535,195500270401-en-us,220130,5535,42,MINNEAPOLIS-ST. PAUL  MN.,15760,729 LONG LAKE RD,NEW BRIGHTON,MN,55112-7770,USA,6516319176,45.037228,-93.19725
McDonalds,http://mylocalmcds.com/27189,195500341460-en-us,220414,27189,42,MINNEAPOLIS-ST. PAUL  MN.,15760,12945 ROLLING RIDGE ROAD,BECKER,MN,55308,USA,7632623838,45.384591,-93.862459
McDonalds,http://mylocalmcds.com/577,195500272863-en-us,240020,577,44,ST. LOUIS  MO.,17600,7241 GRAVOIS AVENUE,ST. LOUIS,MO,63116,USA,3143510807,38.565636,-90.292522
McDonalds,http://mylocalmcds.com/31736,195500500126-en-us,241143,31736,44,ST. LOUIS  MO.,17600,8983 JENNINGS STATION ROAD,JENNINGS,MO,63136,USA,3148672886,38.727673,-90.243899
McDonalds,http://mylocalmcds.com/6942,195500270586-en-us,220161,6942,42,MINNEAPOLIS-ST. PAUL  MN.,15760,1535 RICE STREET,ST. PAUL,MN,55117,USA,6514873090,44.987556,-93.106148
