ID,Company,Address,City,State,Zipcode,Country,Phone,Member_Type,Type,URL,Latitude,Longitude
000211033,Charter Oak Brewing Company LLC,1211 Smith Ridge Rd,New Canaan,CT,06840-2335,United States,(203) 972-9058,HQ,Contract,www.charteroakbrewing.com,41.1953360,-73.5052950
900136468,Chateau De Pique Winery & Brewery,6361 N. County Rd 760E,Seymour,IN,47274-8936,United States,(812) 522-9296,NHQ,Micro,www.chateaudepique.com,38.9749985,-85.8987045
900061024,Chatham Brewing LLC,59  Main St,Chatham,NY,12037-1203,United States,(518) 697-0202,HQ,Micro,www.chathambrewing.com,42.3632658,-73.5952376
900002578,Chatoe Rogue Farmstead Brewery,3590 Wigrich Rd,Independence,OR,97351-9708,United States,(503) 838-9813,BREW,Micro,www.rogue.com,44.8038830,-123.1003648
000198442,Chattahoochee Brewing Co,505 13th St,Phenix City,AL,36867-5126,United States,(334) 559-0663,NHQ,Micro,www.chattahoocheebrewingcompany.com,32.4707549,-84.9997095
000209656,Chattanooga Brewing Co,1804 Chestnut St.,Chattanooga,TN,37408-1027,United States,(423) 702-9958,HQ,Micro,www.chattabrew.com,35.0360530,-85.3144049
900129210,Chatty Monks Brewing Company,610 Penn Ave,Reading,PA,19611-1004,United States,(484) 818-0176,HQ,Micro,www.chattymonks.com,40.3356057,-75.9501842
000158285,Chau Tien Beer Company,PO Box 2441,Fairfield,CA,94533-0244,United States,(530) 414-1880,NHQ,Contract,www.paleale.com,38.2493581,-122.0399663
900064386,Cheaha Brewing Co,1208 Walnut Ave,Anniston,AL,36201-4526,United States,(256) 770-7300,NHQ,Brewpub,www.cheahabrewingcompany.com,33.6602801,-85.8337370
900010515,Cheboygan Brewing Co,PO Box 67,Cheboygan,MI,49721-0067,United States,(231) 268-3277,HQ,Micro,www.cheboyganbrewing.com,45.6469563,-84.4744795
900041540,Check Six Brewing Co,5130 Southport Supply Rd SE,Southport,NC,28461-9261,United States,(910) 477-9280,HQ,Micro,www.checksixbeer.com,33.9522705,-78.0444171
900016204,Chehalem Valley Brewery,2515 Portland Rd Ste B,Newberg,OR,97132-1940,United States,(971) 832-8131,NHQ,Brewpub,www.chehalemvalleybrewery.com,45.3048794,-122.9533483
900017557,Chelsea Alehouse Brewery,420 N Main St # 100,Chelsea,MI,48118-1255,United States,(734) 433-5500,HQ,Brewpub,www.chelseaalehouse.com,42.3207563,-84.0205279
900168904,Chelsea Craft Brewing Co Llc,463 East 173St,Bronx,NY,10457,United States,(718) 484-8850,HQ,Micro,chelseacraftbrewing.com,40.8417422,-73.9014520
000142864,Chesapeake Brewing Co,114 West St.,Annapolis,MD,21401-2802,United States,(443) 783-5705,NHQ,Brewpub,,38.9780663,-76.4974716
900036688,Chester River Brewing,519 Morgnec Rd,Chestertown,MD,21620-1324,United States,(410) 778-0030,NHQ,Micro,www.chesterriverbrewing.com,39.2260560,-76.0579700
900076960,Chestnut Brew Works,3186 Halleck Rd,Morgantown,WV,26508-3614,United States,(304) 276-2737,NHQ,Micro,www.chestnutbrewworks.com,39.4847990,-79.9303900
900080341,Chetco Brewing Company,16883 Yellow Brick Rd,Brookings,OR,97415,United States,(541) 661-5347,HQ,Micro,www.chetcobrew.com,42.0671430,-124.2392940
900047305,Chicago Beer Company,1140 W Randolph St,Chicago,IL,60607-1619,United States,(773) 244-8696,NHQ,Contract,www.chicagobeerco.com,41.8845332,-87.6560118
000133747,Chicago Brewing Co - NV,2201 S Fort Apache Rd,Las Vegas,NV,89117-5704,United States,(702) 254-3333,HQ,Brewpub,www.chicagobrewingcolv.com,36.1474961,-115.2980652
900063798,Chick Brewing Company,,Easton ,MD,,United States,(410) 849-9059,NHQ,Contract,www.chickbeer.com,38.7742826,-76.0763305
900094137,Chief Spring's Fire and Irons Brew Pub,148 E Main St,Dayton,WA,99328-1351,United States,(509) 382-4677,NHQ,Brewpub,www.fireandironsbrewpub.com,46.3193093,-117.9814254
900129686,Chilly Water Brewing Company,719 Virginia Ave #105,Indianapolis,IN,46203-1793,United States,(317) 964 0518,HQ,Brewpub,www.chillywaterbrewing.com,39.7571583,-86.1457019
900071951,Chimera Brewing Company,1001 W Magnolia Ave,Fort Worth,TX,76104-4504,United States,(817) 923-8000,HQ,Brewpub,,32.7303752,-97.3352288
900009845,Chino Valley Brewery,"1609 E. Grove Ave, Unit 109",Ontario,CA,91761-5786,United States,,HQ,Micro,,34.0443303,-117.6272851
000134495,Choc Beer Co,PO Box 66,Krebs,OK,74554-0066,United States,(918) 423-2042,NHQ,Micro,www.petes.org,34.9278748,-95.7158221
000133817,ChopHouse and Brewery - Denver,1735 19th St Ste 100,Denver,CO,80202-6002,United States,(303) 296-0800,BREW,Brewpub,www.craftworksrestaurants.com,39.7555340,-104.9969069
000133827,ChopHouse and Brewery - District,509 7th St NW,Washington,DC,20004-1600,United States,(202) 347-3434,BREW,Brewpub,www.craftworksrestaurants.com,38.8965220,-77.0215550
000160846,Christian Moerlein Brewing Co,1621 Moore St,Cincinnati,OH,45202-6438,United States,(513) 827-6025,HQ,Regional,www.christianmoerlein.com,39.1137948,-84.5150108
900032614,ChuckAlek Independent Brewers,2330 Main St Ste C,Ramona,CA,92065-2539,United States,,HQ,Micro,www.chuckalek.com,33.0277960,-116.8891505
000183967,Chuckanut Brewery,601 W Holly St,Bellingham,WA,98225-3920,United States,(360) 752-3377,HQ,Micro,www.chuckanutbreweryandkitchen.com,48.7531923,-122.4851023
000133750,Church Brew Works/Lawrenceville Brewery Inc.,3525 Liberty Ave,Pittsburgh,PA,15201-1324,United States,(412) 688-8200,HQ,Brewpub,www.churchbrew.com,40.4622408,-79.9643931
900013192,Church Street Brewing Company,1480 Industrial Dr Ste C,Itasca,IL,60143-1857,United States,(630) 709-8851,HQ,Micro,www.churchstreetbrew.com,41.9681110,-87.9893120
900036313,CIB Brewery (Chefs In Black),121 Broadway St,Carson,IA,51525-4412,United States,(515) 450-2981,NHQ,Micro,,41.2361519,-95.4212951
000183889,Cigar City Brewing Co,3924 W Spruce St,Tampa,FL,33607-2441,United States,(813) 348-6363,HQ,Regional,www.cigarcitybrewing.com,27.9590071,-82.5091916
900055138,Cigar City Brewpub,15491 N Dale Mabry Hwy,Tampa,FL,33618-1822,United States,,BREW,Brewpub,www.cigarcitybrewpub.com,28.0927823,-82.5016310
900039851,Cinder Block Brewery,110 E 18th Ave,Kansas City,MO,64116-3635,United States,(816) 298-6555,HQ,Micro,www.cinderblockbrewing.com,39.1404273,-94.5788765
900005278,Circle Brewing Company,2340 W Braker Ln Ste B,Austin,TX,78758-4542,United States,(512) 814-7599,HQ,Micro,www.circlebrewing.com,30.3911269,-97.7153736
000133751,Cisco Brewers,5 Bartlett Farm Rd.,Nantucket,MA,02554-4341,United States,(508) 325-5929,HQ,Micro,www.ciscobrewers.com,41.2636090,-70.1314380
000135139,Cismontane Brewing Co,29851 Aventura Ste D,Rancho Santa Margarita,CA,92688-2014,United States,(949) 888-2739,HQ,Micro,www.cismontanebrewing.com,33.6366357,-117.6093660
900117902,Citrus Park House of Beer,8552 Gunn Hwy,Odessa,FL,33556-3289,United States,(813) 920-8889,NHQ,Brewpub,www.citrusparkhop.com,28.0860620,-82.5792750
900014552,City Acre Brewing Co,3421 Folger St,Houston,TX,77093-5603,United States,(832) 377-0237,HQ,Brewpub,www.cityacrebrewing.com,29.8565490,-95.3346760
000133753,City Brewing Co,925 3rd St S,La Crosse,WI,54601-4411,United States,(608) 785-4200,NHQ,Regional,www.citybrewery.com,43.8042910,-91.2539138
900098099,City Lights Brewing Co.,2200 W Mt Vernon Ave,milwaukee,WI,53233,United States,(414) 520-9692,HQ,Contract,citylightsbrewing.com,43.0331231,-87.9412282
900008040,City Star Brewing,321 Mountain Ave,Berthoud,CO,80513-9149,United States,(970) 532-7827,HQ,Micro,www.citystarbrewing.com,40.3048840,-105.0789950
000133754,City Steam Brasserie and Brewing Cafe,942 Main St,Hartford,CT,06103-1214,United States,(860) 525-1600,NHQ,Brewpub,www.citysteambrewerycafe.com,41.7678477,-72.6723815
000209479,Civil Life Brewing Co,3714 Holt Ave,Saint Louis,MO,63116-2614,United States,,HQ,Micro,www.thecivillifebrewingcompany.com,38.5906240,-90.2578970
000133755,CJs Brewing Co,8115 Richardson Rd,Commerce Township,MI,48390-4131,United States,(248) 366-7979,NHQ,Brewpub,www.cjsbrewingcompany.com,42.5770306,-83.4427843
900045325,Claim 52 Brewing,1030 Tyinn St Ste 1,Eugene,OR,97402-6933,United States,(541) 554-6786,HQ,Micro,,44.0489160,-123.1383210
900176572,Claimstake Brewing Company,11366 Monier Park Pl,Rancho Cordova,CA,95742-6856,United States,(916) 738-4133,NHQ,Micro,www.claimstakebrewing.com,38.5821309,-121.2608300
000212933,Claremont Craft Ales,1420 N Claremont Blvd Ste 204C,Claremont,CA,91711-3528,United States,(909) 625-5350,HQ,Micro,www.claremontcraftales.com,34.1089440,-117.7017463
900037748,Clayton Brewing Co,661 W Arrow Hwy,San Dimas,CA,91773-2936,United States,(909) 394-4900,NHQ,Contract,www.claytonbrewingco.com,34.1060120,-117.8184670
900016481,Clear Creek Brewing,48 S Main St,Buffalo,WY,82834-1823,United States,(307) 278-0048,HQ,Micro,www.ccbrewco.com,44.3461475,-106.6986042
900006087,Cleophus Quealy Beer Company,448 Hester St,San Leandro,CA,94577-1024,United States,(510) 463-4534,HQ,Micro,www.cleoph.us,37.7219478,-122.1910533
900035202,Cleveland Brewing Company @ Butcher and The Brewer,2043 East 4th Street,Cleveland,OH,44113-4315,United States,,HQ,Brewpub,,41.4987055,-81.6900387
900116972,Climate City Brewing Co.,509 SW G St,Grants Pass,OR,97526-2472,United States,(541) 479-3725,HQ,Brewpub,www.climatecitybrewing.com,42.4400528,-123.3313237
000133758,Climax Brewing Co,112 Valley Rd,Roselle Park,NJ,07204-1402,United States,(908) 620-9585,NHQ,Micro,www.climaxbrewing.com,40.6597250,-74.2830040
900127723,Climbing Bines Craft Ale Company,511 Hansen Point Rd,Penn Yan,NY,14527-9718,United States,(607) 745-0221,NHQ,Micro,www.climbingbinshopfarm.com,42.6602016,-76.9356806
900061044,Cloud 9 Brewery,1750 W State St,Boise,ID,83702-3923,United States,(208) 336-0681,HQ,Brewpub,www.cloud9brewery.com,43.6245345,-116.2120737
900129387,Cloudburst Brewing,2116 Western Avenue,Seattle,WA,98121-2110,United States,(206) 602-6061,HQ,Micro,www.cloudburstbrew.com,47.6116857,-122.3451177
900089586,Clouds Brewing ,1233 Front Street,Raleigh,NC,27609,United States,(919) 747-4863,HQ,Micro,www.cloudsbrewing.com,35.8215350,-78.6140850
000145172,Cloverdale Ale Company's Ruth McGowan's Brewpub,131 E 1st St,Cloverdale,CA,95425-3701,United States,(707) 894-9610,NHQ,Brewpub,www.ruthmcgowansbrewpub.com,38.8055504,-123.0159098
900006702,Clown Shoes Beers,141 Middlesex Turnpike,Burlington,MA,01803-4421,United States,(781) 365-1137,HQ,Contract,www.clownshoesbeer.com,42.4891300,-71.2221820
900069996,Coachella Valley Brewing Co,30640 Gunther St,Thousand Palms,CA,92276-2333,United States,(760) 343-5973,HQ,Micro,www.cvbco.com,33.8266135,-116.4017444
900119217,Coal Creek TAP,108 E Grand Ave,Laramie,WY,82070-3638,United States,(307) 460-9556,HQ,Micro,www.coalcreektap.com,41.3109894,-105.5957587
900011587,Coalition Brewing Co,2705 SE Ankeny St Suite C,Portland,OR,97214-1818,United States,(503) 894-8080,HQ,Brewpub,www.coalitionbrewing.com,45.5223762,-122.6380488
000175406,COAST Brewing Co,1250 N 2nd St,North Charleston,SC,29405-1804,United States,(843) 343-4727,HQ,Micro,www.coastbrewing.com,32.8735676,-79.9719764
000176967,Coastal Brewing Co,PO Box 895,Dover,DE,19903-0895,United States,(302) 678-4810,BREW,OfficeOnlyBrew,www.olddominion.com,39.1581680,-75.5243682
900021926,Coastal Empire Beer Co,79 Ross Rd,Savannah,GA,31405-1660,United States,(912) 428-7911,HQ,Micro,www.coastalempirebeer.com,32.0517440,-81.1240560
000133763,Coastal Extreme Brewing Co,293 JT Connell Rd,Newport,RI,02840,United States,(401) 849-5232,HQ,Micro,www.newportstorm.com,41.4711990,-71.3171160
900122696,CO-Brew,1133 N Broadway,Denver,CO,80203-2106,United States,(720) 485-4959,HQ,Micro,www.cobrewdenver.com,39.7345041,-104.9874176
000197178,Cocoa Beach Brewing Co,150 N Atlantic Ave,Cocoa Beach,FL,32931-2960,United States,(321) 698-7123,NHQ,Brewpub,www.cocoabeachbrewingcompany.com,28.3213539,-80.6090777
000133766,Coddington Brewing Co,210 Coddington Hwy,Middletown,RI,02842-4884,United States,(401) 847-6690,NHQ,Brewpub,www.newport-brewery.com,41.5185150,-71.3056420
900110295,Coelacanth Brewing,760 A West 22nd Street,Norfolk,VA,23517-1925,United States,(757) 383-6438,HQ,Micro,www.coelacanth.com,36.8717715,-76.2954928
900126029,Cognition Brewing Company,113 E Canda St,Ishpeming,MI,49849-1904,United States,(906) 204-2724,HQ,Micro,www.cognitionbrewing.com,46.4911757,-87.6688612
900135126,Cogstone Brewing Co,3858 Villlage Seven Rd,Colorado Springs,CO,80917-2801,United States,(719) 418-6595,HQ,Brewpub,www.cogstonebrewing.com,38.8796603,-104.7558463
900033842,Cold Bore Brewing,PO Box 1187,Jamul,CA,91935-1187,United States,(619) 246-4920,NHQ,Micro,www.coldborebrewing.com,32.7169988,-116.8761347
900152255,Cold Creek Brewery,6 Industrial Dr,Ellington,CT,06029,United States,(860) 880-0044,HQ,Micro,coldcreekbrewery.com,41.9205641,-72.4540389
900119206,Cold Fire Brewing,263 Mill Street,Eugene,OR,97401-2410,United States,(541) 636-3889,HQ,Micro,www.coldfirebrewing.com,44.0569308,-123.0862762
900171039,Cold Harbor Brewing Company,108 Milk St Ste 6,Westborough,MA,01581,United States,,HQ,Micro,www.coldharborbrewing.com,42.2739325,-71.6250759
900124122,Cold Snacks Brewing,,Bozeman,MT,59715,United States,,NHQ,Contract,www.montuckycoldsnacks.com,45.6777780,-111.0472220
900131813,Cold Water Brewery and Grill,2544 Lake Tahoe Blvd,South Lake Tahoe,CA,96150-7707,United States,(530) 544-4677,NHQ,Brewpub,www.tahoecoldwaterbrewery.com,38.9253215,-119.9861745
900105022,Cole Street Brewery,2551 Cole St Ste R,Enumclaw,WA,98022-3646,United States,(425) 275-7396,HQ,Micro,www.colestreetbrew.com,47.2101184,-121.9838879
900017666,College Street Brewhouse and Pub,1940 College Dr,Lake Havasu City,AZ,86403-1981,United States,(928) 854-2739,HQ,Micro,,34.5073329,-114.3472087
900094150,Colockum Craft Brewing,109 Main St Ste 1,Kittitas,WA,98934-9800,United States,(509) 968-3187,NHQ,Micro,www.colockumcraftbrewing.com,46.9841888,-120.4175863
900078101,Colorado Boy Pizzeria,320 E Main St,Montrose,CO,81401-3928,United States,(970) 240-2790,HQ,Brewpub,www.coloradoboy.com,38.4788590,-107.8769810
000188556,Colorado Boy Pub & Brewery,602 Clinton St.,Ridgway,CO,81432-0877,United States,(970) 626-5333,BREW,Brewpub,www.coloradoboy.com,38.1522890,-107.7578140
000202586,Colorado Mountain Brewery,1110 Interquest Parkway,Colorado Springs,CO,80921-4182,United States,(719) 351-9400,HQ,Micro,www.cmbrew.com,38.9934479,-104.8117366
900049095,Colorado Mountain Brewery At the Roundhouse,600 S 21st St Unit 180,Colorado Springs,CO,80904-3714,United States,(719) 466-8240,BREW,Brewpub,www.cmbrew.com,38.8399165,-104.8596440
900051290,Colorado Plus,6995 W 38th Ave,Wheat Ridge,CO,80033-4965,United States,(720) 353-4853,HQ,Brewpub,www.cplusliquidartworks.com,39.7696630,-105.0741330
900100672,Columbia County Brewing,164 S 15th St,Saint Helens,OR,97051-1702,United States,(503) 896-7776,NHQ,Brewpub,www.coulumbiacountybrewing.com,45.8595720,-122.8126369
900109661,Columbia Kettle Works,40 N 3rd St,Columbia,PA,17512-1104,United States,(717) 342-2374,HQ,Brewpub,www.columbiakettleworks.com,40.0325310,-76.5036329
000207652,Columbia River Brewing Co,1728 NE 40th Ave,Portland,OR,97212-5306,United States,(503) 943-6157,HQ,Micro,www.columbiariverbrewpub.com,45.5357320,-122.6217020
000133771,Columbus Brewing Co,2555 Harrison Road,Columbus,OH,43204-3511,United States,(614) 224-3626,HQ,Micro,www.columbusbrewing.com,39.9673070,-83.0693296
900120163,Columbus House Brewery,701 W North St,Fayetteville,AR,72703,United States,(479) 935-3752,NHQ,Micro,,36.0767880,-94.1688700
000207676,Comanche Creek Brewing Co,PO Box 375,Eagle Nest,NM,87718-0375,United States,(575) 377-2337,HQ,Micro,www.comanchecreekbrewingco.com,36.5547540,-105.2636179
900059133,Common Roots Brewing Company,58 Saratoga Ave,South Glens Falls,NY,12803-4837,United States,(518) 409-8248,HQ,Micro,www.commonrootsbrewing.com,43.2952190,-73.6365340
900179753,Commonhouse Ales,535 Short Street,Columbus,OH,43215,United States,16142530272,HQ,,commonhouseales.com,39.9506757,-83.0038267
000211269,"Commons Brewery, The",630 SE Belmont St,Portland,OR,97214-2372,United States,(503) 819-0758,HQ,Brewpub,www.commonsbrewery.com,45.5161440,-122.6592260
900110846,Commonwealth Brewing Co.,2444 Pleasure House Road,Virginia Beach,VA,23455-1348,United States,,HQ,Micro,,36.9135090,-76.1319360
900001358,Community Beer Co,1530 Inspiration Dr # 200,Dallas,TX,75207-3703,United States,,HQ,Micro,,32.7914314,-96.8160572
000209778,Community Beer Works,15 Lafayette Ave,Buffalo,NY,14213-1344,United States,(716) 759-4677,HQ,Micro,www.communitybeerworks.com,42.9198593,-78.8979113
900123581,Company Brewing Co,735 E Center St,Milwaukee,WI,53212-2944,United States,(414) 264-3630,NHQ,Brewpub,,43.0672995,-87.9018211
900178410,Company Demo,,,WI,,United States,,NHQ,,placeholder,0.0000000,0.0000000
900093015,Compass Rose,3201 Northside Dr,Raleigh,NC,27615-4126,United States,(919) 875-5683,NHQ,Micro,www.compassrosebrewery.com,35.8839350,-78.5827120
900017021,Comrade Brewing Company,7667 E Iliff Ave Ste F,Denver,CO,80231-5361,United States,(720) 748-0700,HQ,Micro,www.comradebrewing.com,39.6757079,-104.8983270
900128253,Conclave Brewing,15 Minneakoning Rd Ste 202,Flemington,NJ,08822-5750,United States,(908) 392-0893,HQ,Micro,www.conclavebrewing.com,40.5308061,-74.8515267
900089141,Concrete Beach Brewery,325 NW 24th St,Miami,FL,33127-4325,United States,(305) 796-2727,HQ,Micro,www.concretebeachbrewery.com,25.8002580,-80.2007650
900089143,Coney Island Beer,1904 Surf Avenue,Brooklyn,NY,11224-2410,United States,,HQ,Micro,,40.5748057,-73.9844943
000165589,Confluence Brewing Co,1235 Thomas Beck Rd STE # A,Des Moines,IA,50315-1055,United States,(515) 285-9005,HQ,Micro,www.confluencebrewing.com,41.5686380,-93.6317679
900091864,Congregation Ale House,619 N Azusa Ave Ste C,Azusa,CA,91702-2910,United States,(626) 334-2337,HQ,Micro,www.congregationalehouse.com,34.1324171,-117.9078472
900037698,Conner Fields Brewing,121 SW H St,Grants Pass,OR,97526-2505,United States,,NHQ,Micro,www.connerfields.com,42.4383839,-123.3281051
900067050,Conquest Brewing Co.,947 S Stadium Rd,Columbia,SC,29201-4724,United States,(803) 712-3063,NHQ,Micro,www.conquestbrewing.com,33.9701331,-81.0253966
900041431,Conshohocken Brewing Co.,739 E Elm St Ste B,Conshohocken,PA,19428-2301,United States,(610) 897-8962,HQ,Brewpub,www.conshohockenbrewing.com,40.0737440,-75.2924360
900124863,Constantine Brewing Co,145 S Washington St,Constantine,MI,49042-1047,United States,(269) 435-1230,NHQ,Brewpub,www.constantinebrewingco.com,41.8417064,-85.6686126
900170637,Contrary Brewing Co,411 W Mississippi Dr,Muscatine ,IA,52761,United States,(563) 299-7894,HQ,Micro,contrarybrewing.com,41.4186089,-91.0489489
900122070,Conversion Brewing,833 S Main St.,Lebanon,OR,97355-3211,United States,,HQ,Brewpub,www.conversionbrewingcompany.com,44.5379997,-122.9070279
900100547,Conyngham Brewing Company,PO Box AM,Conyngham,PA,18219-0910,United States,(570) 710-5752,HQ,Micro,www.conynghambrewing.com,40.9920285,-76.0565946
900127153,Cool Beerwerks,5020 Ellinghouse Drive,Cool,CA,95614-9569,United States,,NHQ,Brewpub,www.cbwbeer.com,38.8862825,-121.0142533
000205371,Cool Springs Brewery,600A Frazier Dr Ste 135,Franklin,TN,37067-4677,United States,(615) 503-9626,HQ,Brewpub,www.coolspringsbrewery.com,35.9453206,-86.8215462
000191887,COOP Ale Works,4745 Council Heights Rd,Oklahoma City,OK,73179-4600,United States,(405) 842-2667,HQ,Micro,www.coopaleworks.com,35.4185963,-97.6571658
900110078,Cooper River Brewing Company,2201-B Mechanic Street,Charleston,SC,29405-9310,United States,(843) 405-7979,HQ,Micro,www.CooperRiverBrewing.com,32.8160037,-79.9548871
900113245,Cooperage Brewing Co.,981 Airway Ct Ste G,Santa Rosa,CA,95403-2049,United States,,HQ,Micro,,38.4753356,-122.7354629
000133777,Coopers Cave Ale Co,2 Sagamore St,Glens Falls,NY,12801-3179,United States,(518) 792-0007,NHQ,Brewpub,www.cooperscaveale.com,43.3177046,-73.6399736
000133778,CooperSmiths Pub and Brewing,5 Old Town Sq,Fort Collins,CO,80524-2446,United States,(970) 498-0483,HQ,Brewpub,www.coopersmithspub.com,40.5872800,-105.0756572
000133779,Cooperstown Brewing Co,110 River Street,Milford,NY,13807,United States,,HQ,Proprietor,,41.2252370,-73.0577570
900038165,Copp Brewery & Winery,11 NE 4th Ave,Crystal River,FL,34429-4246,United States,(352) 564-9463,NHQ,Micro,www.coppbrewery.com,28.8947470,-82.5871800
900057032,Copper Club Brewing Co,233 E Aspen Ave,Fruita,CO,81521-2205,United States,(970) 858-4700,HQ,Micro,www.copperclubbrew.com,39.1591570,-108.7314800
000145098,Copper Creek Brewing Company,140 E Washington St,Athens,GA,30601-2747,United States,(706) 546-1102,NHQ,Brewpub,www.classiccitybrew.com/burntstone.html,33.9588860,-83.3766660
900039850,Copper Kettle Brewing Co,557 Greenfield Ave,Pittsburgh,PA,15207-1093,United States,(412) 906-9400,HQ,Micro,www.copperkettlepgh.com,40.4261924,-79.9404474
000205021,Copper Kettle Brewing Company,1338 S Valentia St Ste 100,Denver,CO,80247-2167,United States,(720) 443-2522,HQ,Micro,www.copperkettledenver.com,39.6923203,-104.8904572
900135806,Copperhead Brewery,822 N Frazier St,Conroe,TX,77301-2305,United States,(281) 919-6134,NHQ,Micro,www.copperheadbrewery.com,30.3166780,-95.4632673
900106276,Copperpoint Brewing Company,151 Commerce Rd,Boynton Beach,FL,33426-9365,United States,(561) 508-7676,HQ,Micro,www.copperpointbrewingcompany.com,26.5593559,-80.0730283
900076931,Coppertail Brewing,2601 E 2nd Ave,Tampa,FL,33605-5503,United States,(813) 247-1500,HQ,Micro,www.coppertailbrewing.com,27.9564368,-82.4300834
900004370,Corcoran Brewing,205 Hirst Rd Ste 105,Purcellville,VA,20132-6199,United States,(540) 882-9073,HQ,Micro,www.corcoranbrewing.com,39.1435360,-77.7128610
900010434,Core Brewing & Distilling Co,2470 Lowell Rd,Springdale,AR,72764,United States,(479) 879-2469,HQ,Micro,www.corebeer.com,36.2062060,-94.1345709
900008651,Cornel's Brewing Company,13410 Highway 105,Beaumont,TX,77713-9470,United States,,NHQ,Micro,,30.1345300,-94.2667350
000133876,Corner Pub,100 E Main St Lowr,Reedsburg,WI,53959-1967,United States,(608) 524-8989,NHQ,Brewpub,,43.5324809,-90.0026259
000158600,Cornerstone Brewing Co,58 Front St,Berea,OH,44017-1911,United States,(440) 239-9820,HQ,Brewpub,,41.3669110,-81.8526540
000133788,Coronado Brewing Co,170 Orange Ave,Coronado,CA,92118-1409,United States,(619) 437-4452,HQ,Regional,www.coronadobrewingcompany.com,32.6977714,-117.1732032
900069186,Coronado Brewing Co - Production Facility,170 Orange Ave,San Diego,CA,92118-1409,United States,(619) 275-2215,BREW,Regional,,32.6977714,-117.1732032
900014362,Corrales Bistro Brewery,4908 Corrales Rd,Corrales,NM,87048-8613,United States,(505) 897-1036,NHQ,Brewpub,www.cbbistro.com,35.2299380,-106.6124700
900011637,Corralitos Brewing Co,2536 Freedom Blvd,Watsonville,CA,95076-1046,United States,(831) 728-2739,HQ,Micro,www.corralitosbrewingco.com,36.9501188,-121.7929272
900142735,Corridor Brewery & Provisions,3446 N Southport,Chicago,IL,60657-1420,United States,(773) 270-4272,BREW,Brewpub,,41.9447400,-87.6642950
900126455,Corsair Artisan LLC,1200 Clinton Street #110,Nashville,TN,37203-2894,United States,(931) 215-3775,NHQ,Brewpub,www.corsairartisan.com,36.1649522,-86.7954028
000203136,Cortland Beer Company,16 Court St,Cortland,NY,13045-2604,United States,(607) 662-4389,HQ,Micro,www.cortlandbeer.com,42.5996432,-76.1795141
000185132,Cosmic Brewery,20316 Gramercy Place,Torrance,CA,90501-1511,United States,(424) 259-2337,NHQ,Contract,www.cosmicbrewery.com,33.9592750,-118.4404550
900142225,Costa Ventosa Winery & Vineyard,9031 Whaleyville Road ,Whaleyville,MD,21872-2116,United States,(443) 333-9867,NHQ,Brewpub,www.costaventosa.com,38.4248300,-75.2587660
900070074,CoStar Brewing Inc.,919 N Saint Clair St,Pittsburgh,PA,15206-2133,United States,(412) 401-8433,HQ,Micro,www.costarbrewing.com,40.4725980,-79.9231820
900036868,Cotton Brewing Co,343 Lawrence Ave,Adrian,MI,49221-3340,United States,(517) 902-6608,NHQ,Micro,www.cottonbrewing.com,41.8906732,-84.0320374
000133789,Cottrell Brewing Co,100 Mechanic St,Pawcatuck,CT,06379-2163,United States,(860) 599-8213,NHQ,Micro,www.cottrellbrewing.com,41.3702370,-71.8337095
900129391,Coulee Brew Co,75050 Pajala Rd,Washburn,WI,54891-4878,United States,,HQ,Brewpub,,49.7039150,-112.8328200
900174959,Council Brewing - Magic Factory,7567 Convoy Ct,San Diego,CA,92111-1113,United States,(858) 256-0038,BREW,Micro,,32.8344381,-117.1563285
900064380,Council Brewing Company,7705 Convoy Ct,San Diego,CA,92111-1105,United States,(858) 256-0038,HQ,Micro,www.councilbrew.com,32.8347410,-117.1543650
900041624,Council Rock Brewery,4861 State Highway 28 Ste 3,Cooperstown,NY,13326-5229,United States,,HQ,Micro,www.councilrockbrewery.com,42.6610899,-74.9580613
900047868,Counterbalance Brewing Company,503 S Michigan St Ste B,Seattle,WA,98108,United States,(206) 518-7958,HQ,Micro,www.counterbalancebeer.com,47.5455529,-122.3280271
900009844,Country Boy Brewing,436 Chair Ave,Lexington,KY,40508-3106,United States,,HQ,Micro,www.countryboybrewing.com,38.0439413,-84.5092899
900123108,County Line Brewing,9115 W Chinden Blvd Ste 107,Garden City,ID,83714,United States,(208) 830-2456,NHQ,Micro,www.countylinebrewing.com,43.6546280,-116.2957100
000133792,Court Avenue Brewing Co,309 Court Ave Ste 100,Des Moines,IA,50309-2230,United States,(515) 282-2739,HQ,Brewpub,www.courtavebrew.com,41.5856426,-93.6208808
000153214,Courthouse Pub,1001 S 8th St,Manitowoc,WI,54220-5307,United States,(920) 686-1166,NHQ,Brewpub,www.courthousepub.com,44.0885928,-87.6574607
900109247,Courtyard Brewery,1020 Erato St,New Orleans,LA,70130-4112,United States,,NHQ,Micro,www.courtyardbrewing.com,29.9391654,-90.0704316
000158604,Covington Brewhouse,226 E Lockwood St,Covington,LA,70433-2828,United States,(985) 373-1844,HQ,Micro,www.covingtonbrewhouse.com,30.4778722,-90.0966456
000166359,Crabtree Brewing Co,2961 W 29th St,Greeley,CO,80631-8538,United States,(970) 356-0516,NHQ,Micro,www.crabtreebrewing.com,40.3908286,-104.7263791
900150071,CRAFT 64,6922 E Main Street,Scottsdale,AZ,85251,United States,(480) 946-0542,HQ,Brewpub,www.craft64.com,33.4933225,-111.9316666
