StoreID,Address,City,State,Zipcode,Phone,Latitude,Longitude
356,97 Walker Street,Radford ,VA,24141-1566,5408314022,37.136543,-80.572463
357,1454 North Point Village Shopping Center,Reston ,VA,20194,7034376433,38.97886,-77.350258
358,4312-4314 Wheeler Avenue,Alexandria ,VA,22304,7038234160,38.807606,-77.107296
359,1872 Rio Hill Center,Charlottesville ,VA,22901,4349735532,38.087441,-78.474963
360,2901 Hermitage Road,Richmond ,VA,23220,8042134670,37.572327,-77.459904
361,3014 Turnpike Road,Portsmouth ,VA,23707,7573966587,36.825883,-76.337992
362,100 Edds Lane,Sterling ,VA,20165,7034502635,39.04025,-77.412196
363,9949 Hull Street,Richmond ,VA,23236,8046742565,37.442689,-77.579007
364,56 Kingston Drive,Daleville ,VA,24083,5409663532,37.39715,-79.910582
365,340 Chase Street,Clintwood ,VA,24228,2769264531,37.149648,-82.454571
366,1370 Gaskins Road,RICHMOND ,VA,23233,8047544024,37.605143,-77.59131
367,20070 Ashbrook Commons Plaza,Ashburn ,VA,20147,7037230216,39.060958,-77.470525
368,10308 Willard Way,Fairfax ,VA,22030,7039347480,38.848466,-77.302594
369,6343A Columbia Pike,Falls Church ,VA,22041,7038131313,38.836465,-77.154987
370,2181 Upton Drive,Virginia Beach ,VA,23454,7574279650,36.758136,-76.007639
371,5739 Burke Centre Parkway,Burke ,VA,22015,7033232455,38.799483,-77.320449
372,3161 Duke Street,Alexandria ,VA,22314,7038234111,38.808924,-77.085823
373,3282 Riverside Drive,Danville ,VA,24541,4347915211,36.586088,-79.426668
374,2955A South Glebe Road,Arlington ,VA,22206,7035182412,38.84549,-77.067726
375,2225 Old Bridge Road,Lake Ridge ,VA,22192,7034940329,38.676641,-77.281164
376,11016 Kentucky Springs Road,Mineral ,VA,23117,5408948091,38.081732,-77.849517
377,3575 Bridge Road,Suffolk ,VA,23435,7574831318,36.861081,-76.467312
378,2940 Columbia Pike,Arlington ,VA,22204,7035211210,38.862299,-77.087543
379,5832 Northampton Boulevard,Virginia Beach ,VA,23455,7573635872,36.88115,-76.18706
381,1480-3C Quarterpath Road,Williamsburg ,VA,23185,7572534338,37.249012,-76.685618
382,475 Wythe Creek Road,Poquoson ,VA,23662,7578653130,37.125336,-76.392628
383,1037 Port Republic Road,Harrisonburg ,VA,22801,5404343844,38.420008,-78.872358
384,5109 Westfields Boulevard,Centreville ,VA,20120,7038030006,38.867183,-77.446924
385,9575 Braddock Road,Fairfax ,VA,22032,7033232104,38.817464,-77.275998
386,2576 Stuarts Draft Highway,Stuarts Draft ,VA,24477,5403241390,38.034812,-79.038274
387,135 Crooked Run Plaza,Front Royal ,VA,22630,5406310857,38.965651,-78.192193
388,8150 Leesburg Pike,Vienna ,VA,22182,7038733102,38.916404,-77.22714
389,11367 Nuckols Road,Glen Allen ,VA,23059,8045274204,37.681549,-77.590657
390,16605 Mountain Road,Montpelier ,VA,23192,8048835921,37.81294,-77.662514
391,13478 Carrollton Boulevard,Carrollton ,VA,23314,7572382047,36.953746,-76.531923
393,10685 Braddock Road,Fairfax ,VA,22031,7035434326,38.824764,-77.315332
395,117 Parkview Road NE,Floyd ,VA,24091,5407453832,36.922229,-80.324406
397,4349 Duke Street,Alexandria ,VA,22304,5713122212,38.812468,-77.106409
399,1051 Village Highway,Rustburg ,VA,24588,4343323889,37.276083,-79.097737
400,14521 Forest Road,Forest ,VA,24551,4346162243,37.369428,-79.301489
407,13113 River's Bend Boulevard,Chester ,VA,23836,8045416507,37.35068,-77.35538
409,7550 Granby Street,Norfolk ,VA,23505,7575312178,36.913443,-76.271433
